gender,race,year,salary,allegation,sustained
M,White,2007,68262,6,2
M,White,2008,68262,7,2
M,White,2009,68262,7,2
M,White,2010,73164,11,2
M,White,2011,74628,15,2
M,White,2012,78012,18,2
M,White,2013,78012,20,2
M,White,2014,82788,22,2
M,White,2015,83616,22,2
M,White,2007,68262,0,0
M,White,2008,68262,0,0
M,White,2009,68262,5,0
M,White,2010,75726,5,0
M,White,2011,77238,5,0
M,White,2012,78012,5,0
M,White,2013,78012,5,0
M,White,2014,82788,5,0
M,White,2015,86520,6,0
M,White,2007,70656,11,2
M,White,2008,70656,11,2
M,White,2009,73116,11,2
M,White,2010,78360,11,2
M,White,2011,79926,12,3
M,White,2012,80724,12,3
M,White,2013,80724,12,3
M,White,2014,88830,12,3
M,White,2015,89718,12,3
M,White,2007,70656,0,0
M,White,2008,70656,0,0
M,White,2009,70656,8,3
M,White,2010,78360,9,4
M,White,2011,79926,9,4
M,White,2012,80724,9,4
M,White,2013,80724,9,4
M,White,2014,85662,9,4
M,White,2015,89718,9,4
M,Black,2007,68262,0,0
M,Black,2008,68262,3,0
M,Black,2009,68262,3,0
M,Black,2010,73164,3,0
M,Black,2011,74628,3,0
M,Black,2012,78012,5,0
M,Black,2013,78012,5,0
M,Black,2014,82788,5,0
M,Black,2015,83616,6,0
M,White,2007,68262,16,0
M,White,2008,68262,16,0
M,White,2009,70656,22,0
M,White,2010,75726,22,0
M,White,2011,77238,24,0
M,White,2012,78012,28,0
M,White,2013,78012,28,0
M,White,2014,85662,29,0
M,White,2015,86520,30,0
M,Black,2007,68262,0,0
M,Black,2008,68262,0,0
M,Black,2009,70656,0,0
M,Black,2010,75726,0,0
M,Black,2011,77238,0,0
M,Black,2012,78012,0,0
M,Black,2013,78012,4,1
M,Black,2014,85662,4,1
M,Black,2015,86520,4,1
M,White,2007,70656,0,0
M,White,2008,70656,0,0
M,White,2009,70656,0,0
M,White,2010,75726,9,0
M,White,2011,79926,9,0
M,White,2012,80724,9,0
M,White,2013,80724,10,0
M,White,2014,85662,10,0
M,White,2015,86520,10,0
M,White,2007,73116,0,0
M,White,2008,73116,0,0
M,White,2009,73116,21,1
M,White,2010,78360,21,1
M,White,2011,82878,22,1
M,White,2012,83706,22,1
M,White,2013,83706,23,1
M,White,2014,88830,23,1
M,White,2015,89718,23,1
M,Asian/Pacific,2007,87294,0,0
M,Asian/Pacific,2008,87534,0,0
M,Asian/Pacific,2009,87534,0,0
M,Asian/Pacific,2010,96828,0,0
M,Asian/Pacific,2011,98766,0,0
M,Asian/Pacific,2012,99756,0,0
M,Asian/Pacific,2013,99756,0,0
M,Asian/Pacific,2014,105864,0,0
M,Asian/Pacific,2015,110370,0,0
F,Black,2007,70656,17,3
F,Black,2008,70656,18,3
F,Black,2009,70656,19,3
F,Black,2010,75726,20,3
F,Black,2011,79926,21,3
F,Black,2012,80724,24,3
F,Black,2013,80724,24,3
F,Black,2014,85662,24,3
F,Black,2015,86520,24,3
M,Hispanic,2007,64992,3,0
M,Hispanic,2008,68262,3,0
M,Hispanic,2009,68262,3,0
M,Hispanic,2010,73164,3,0
M,Hispanic,2011,74628,3,0
M,Hispanic,2012,75372,3,0
M,Hispanic,2013,78012,3,0
M,Hispanic,2014,82788,3,0
M,Hispanic,2015,83616,4,0
M,Hispanic,2007,68262,29,1
M,Hispanic,2008,70656,32,1
M,Hispanic,2009,70656,33,1
M,Hispanic,2010,75726,34,1
M,Hispanic,2011,77238,34,1
M,Hispanic,2012,78012,35,2
M,Hispanic,2013,80724,36,2
M,Hispanic,2014,85662,36,2
M,Hispanic,2015,86520,36,2
M,Asian/Pacific,2007,68262,13,0
M,Asian/Pacific,2008,68262,13,0
M,Asian/Pacific,2009,70656,14,0
M,Asian/Pacific,2010,75726,14,0
M,Asian/Pacific,2011,77238,14,0
M,Asian/Pacific,2012,78012,14,0
M,Asian/Pacific,2013,78012,14,0
M,Asian/Pacific,2014,85662,15,0
M,Asian/Pacific,2015,86520,15,0
M,White,2007,55728,1,0
M,White,2008,58896,2,0
M,White,2009,61932,4,0
M,White,2010,69648,5,0
M,White,2011,74628,8,0
M,White,2012,75372,8,0
M,White,2013,75372,9,0
M,White,2014,79980,10,0
M,White,2015,80778,12,0
M,Black,2007,73116,10,0
M,Black,2008,75816,12,1
M,Black,2009,75816,12,1
M,Black,2010,81252,12,1
M,Black,2011,82878,12,1
M,Black,2012,83706,12,1
M,Black,2013,86130,14,1
M,Black,2014,91404,14,1
M,Black,2015,92316,14,1
F,Asian/Pacific,2007,58896,0,0
F,Asian/Pacific,2008,61932,0,0
F,Asian/Pacific,2009,64992,0,0
F,Asian/Pacific,2010,73164,0,0
F,Asian/Pacific,2011,74628,0,0
F,Asian/Pacific,2012,75372,0,0
F,Asian/Pacific,2013,75372,0,0
F,Asian/Pacific,2014,79980,1,1
F,Asian/Pacific,2015,83616,1,1
F,Hispanic,2007,64992,4,0
F,Hispanic,2008,68262,5,0
F,Hispanic,2009,68262,5,0
F,Hispanic,2010,73164,5,0
F,Hispanic,2011,74628,5,0
F,Hispanic,2012,75372,6,0
F,Hispanic,2013,78012,6,0
F,Hispanic,2014,82788,6,0
F,Hispanic,2015,83616,6,0
M,White,2007,68262,8,1
M,White,2008,68262,9,1
M,White,2009,68262,10,1
M,White,2010,75726,11,1
M,White,2011,77238,11,1
M,White,2012,78012,11,1
M,White,2013,78012,11,1
M,White,2014,82788,11,1
M,White,2015,86520,11,1
M,Asian/Pacific,2007,61932,4,0
M,Asian/Pacific,2008,64992,8,0
M,Asian/Pacific,2009,68262,11,0
M,Asian/Pacific,2010,73164,11,0
M,Asian/Pacific,2011,74628,12,0
M,Asian/Pacific,2012,75372,16,0
M,Asian/Pacific,2013,75372,18,0
M,Asian/Pacific,2014,82788,19,0
M,Asian/Pacific,2015,83616,21,0
M,White,2007,58896,1,0
M,White,2008,61932,2,0
M,White,2009,64992,2,0
M,White,2010,73164,2,0
M,White,2011,74628,2,0
M,White,2012,75372,2,0
M,White,2013,75372,3,0
M,White,2014,79980,4,0
M,White,2015,83616,4,0
M,Hispanic,2007,68262,0,0
M,Hispanic,2008,68262,0,0
M,Hispanic,2009,70656,0,0
M,Hispanic,2010,75726,0,0
M,Hispanic,2011,77238,0,0
M,Hispanic,2012,78012,0,0
M,Hispanic,2013,78012,0,0
M,Hispanic,2014,85662,0,0
M,Hispanic,2015,86520,0,0
M,Asian/Pacific,2007,68262,0,0
M,Asian/Pacific,2008,68262,2,1
M,Asian/Pacific,2009,68262,4,1
M,Asian/Pacific,2010,73164,4,1
M,Asian/Pacific,2011,74628,4,1
M,Asian/Pacific,2012,78012,5,1
M,Asian/Pacific,2013,78012,5,1
M,Asian/Pacific,2014,82788,5,1
M,Asian/Pacific,2015,83616,5,1
F,Black,2007,43104,0,0
F,Black,2008,55728,1,0
F,Black,2009,58896,2,0
F,Black,2010,66378,2,0
F,Black,2011,71040,2,0
F,Black,2012,75372,3,0
F,Black,2013,75372,3,0
F,Black,2014,79980,3,0
F,Black,2015,80778,3,0
M,White,2007,73116,0,0
M,White,2008,73116,0,0
M,White,2009,73116,54,3
M,White,2010,81252,54,3
M,White,2011,82878,54,3
M,White,2012,83706,55,3
M,White,2013,83706,55,3
M,White,2014,88830,55,3
M,White,2015,92316,55,3
M,White,2007,73116,71,2
M,White,2008,73116,74,2
M,White,2009,73116,76,2
M,White,2010,78360,80,2
M,White,2011,79926,82,2
M,White,2012,83706,83,2
M,White,2013,83706,84,2
M,White,2014,88830,84,2
M,White,2015,89718,84,2
M,Black,2007,70656,11,0
M,Black,2008,70656,12,0
M,Black,2009,70656,13,0
M,Black,2010,75726,17,0
M,Black,2011,77238,17,0
M,Black,2012,80724,18,0
M,Black,2013,80724,18,0
M,Black,2014,85662,18,0
M,Black,2015,86520,20,0
F,White,2007,58896,0,0
F,White,2008,61932,1,0
F,White,2009,64992,1,0
F,White,2010,73164,1,0
F,White,2011,74628,1,0
F,White,2012,75372,1,0
F,White,2013,75372,1,0
F,White,2014,79980,1,0
F,White,2015,83616,1,0
M,White,2007,70656,0,0
M,White,2008,70656,26,0
M,White,2009,73116,26,0
M,White,2010,78360,28,0
M,White,2011,79926,29,0
M,White,2012,80724,30,0
M,White,2013,80724,30,0
M,White,2014,88830,30,0
M,White,2015,89718,30,0
M,Black,2007,55728,1,0
M,Black,2008,58896,1,0
M,Black,2009,61932,1,0
M,Black,2010,69648,2,0
M,Black,2011,74628,3,0
M,Black,2012,75372,4,0
M,Black,2013,75372,5,0
M,Black,2014,79980,5,0
M,Black,2015,80778,5,0
M,White,2007,70656,0,0
M,White,2008,70656,0,0
M,White,2009,70656,5,0
M,White,2010,75726,5,0
M,White,2011,79926,6,0
M,White,2012,80724,6,0
M,White,2013,80724,6,0
M,White,2014,85662,6,0
M,White,2015,86520,8,1
M,Black,2007,43104,0,0
M,Black,2008,55728,0,0
M,Black,2009,58896,3,1
M,Black,2010,66378,3,1
M,Black,2011,71040,4,1
M,Black,2012,75372,6,1
M,Black,2013,75372,6,1
M,Black,2014,79980,6,1
M,Black,2015,80778,7,1
F,Black,2007,58896,0,0
F,Black,2008,61932,0,0
F,Black,2009,64992,0,0
F,Black,2010,73164,0,0
F,Black,2011,74628,1,0
F,Black,2012,75372,1,0
F,Black,2013,75372,2,0
F,Black,2014,79980,3,0
F,Black,2015,80778,3,0
M,White,2007,61932,1,0
M,White,2008,64992,2,0
M,White,2009,68262,3,0
M,White,2010,73164,4,0
M,White,2011,74628,4,0
M,White,2012,75372,4,0
M,White,2013,75372,5,0
M,White,2014,82788,7,0
M,White,2015,83616,7,0
M,White,2007,43104,0,0
M,White,2008,58896,2,0
M,White,2009,61932,5,0
M,White,2010,69648,9,0
M,White,2011,74628,13,0
M,White,2012,75372,14,0
M,White,2013,75372,15,0
M,White,2014,79980,19,0
M,White,2015,80778,22,0
M,White,2007,73116,0,0
M,White,2008,73116,0,0
M,White,2009,73116,0,0
M,White,2010,78360,0,0
M,White,2011,82878,0,0
M,White,2012,83706,0,0
M,White,2013,83706,0,0
M,White,2014,88830,0,0
M,White,2015,89718,0,0
M,Black,2007,68262,0,0
M,Black,2008,68262,11,2
M,Black,2009,70656,12,2
M,Black,2010,75726,13,2
M,Black,2011,77238,13,2
M,Black,2012,78012,14,2
M,Black,2013,78012,14,2
M,Black,2014,85662,15,2
M,Black,2015,86520,16,2
M,Black,2007,68262,0,0
M,Black,2008,68262,0,0
M,Black,2009,68262,7,1
M,Black,2010,73164,7,1
M,Black,2011,74628,8,1
M,Black,2012,75372,9,1
M,Black,2013,78012,9,1
M,Black,2014,82788,9,1
M,Black,2015,83616,9,1
F,Black,2007,68262,0,0
F,Black,2008,70656,0,0
F,Black,2009,70656,0,0
F,Black,2010,75726,0,0
F,Black,2011,77238,0,0
F,Black,2012,78012,0,0
F,Black,2013,80724,4,0
F,Black,2014,85662,4,0
F,Black,2015,86520,4,0
M,Black,2007,73116,22,2
M,Black,2008,73116,23,2
M,Black,2009,73116,23,2
M,Black,2010,78360,23,2
M,Black,2011,82878,23,2
M,Black,2012,83706,23,2
M,Black,2013,83706,23,2
M,Black,2014,88830,24,2
M,Black,2015,89718,24,2
F,White,2007,68262,0,0
F,White,2008,68262,2,0
F,White,2009,68262,2,0
F,White,2010,73164,3,0
F,White,2011,74628,4,0
F,White,2012,78012,4,0
F,White,2013,78012,4,0
F,White,2014,82788,4,0
F,White,2015,83616,4,0
F,Asian/Pacific,2007,73116,0,0
F,Asian/Pacific,2008,73116,13,0
F,Asian/Pacific,2009,73116,16,0
F,Asian/Pacific,2010,78360,16,0
F,Asian/Pacific,2011,82878,16,0
F,Asian/Pacific,2012,83706,16,0
F,Asian/Pacific,2013,83706,16,0
F,Asian/Pacific,2014,88830,16,0
F,Asian/Pacific,2015,89718,16,0
M,Hispanic,2007,70656,0,0
M,Hispanic,2008,70656,0,0
M,Hispanic,2009,73116,0,0
M,Hispanic,2010,78360,19,1
M,Hispanic,2011,79926,19,1
M,Hispanic,2012,80724,19,1
M,Hispanic,2013,80724,19,1
M,Hispanic,2014,88830,20,1
M,Hispanic,2015,89718,20,1
M,Native American/Alaskan Native,2007,61932,0,0
M,Native American/Alaskan Native,2008,64992,2,0
M,Native American/Alaskan Native,2009,68262,4,0
M,Native American/Alaskan Native,2010,73164,6,0
M,Native American/Alaskan Native,2011,74628,7,0
M,Native American/Alaskan Native,2012,75372,7,0
M,Native American/Alaskan Native,2013,75372,7,0
M,Native American/Alaskan Native,2014,79980,7,0
M,Native American/Alaskan Native,2015,83616,7,0
M,White,2007,58896,0,0
M,White,2008,61932,1,1
M,White,2009,64992,2,1
M,White,2010,73164,2,1
M,White,2011,74628,2,1
M,White,2012,75372,3,1
M,White,2013,75372,4,1
M,White,2014,79980,4,1
M,White,2015,80778,4,1
F,White,2007,70656,0,0
F,White,2008,70656,0,0
F,White,2009,70656,0,0
F,White,2010,75726,0,0
F,White,2011,77238,0,0
F,White,2012,80724,0,0
F,White,2013,80724,0,0
F,White,2014,85662,0,0
F,White,2015,86520,0,0
M,White,2007,70656,26,0
M,White,2008,70656,27,0
M,White,2009,73116,30,0
M,White,2010,78360,30,0
M,White,2011,79926,31,0
M,White,2012,80724,31,0
M,White,2013,80724,31,0
M,White,2014,88830,31,0
M,White,2015,89718,32,0
F,White,2007,64992,0,0
F,White,2008,68262,2,0
F,White,2009,68262,2,0
F,White,2010,73164,3,0
F,White,2011,74628,3,0
F,White,2012,75372,4,0
F,White,2013,78012,4,0
F,White,2014,82788,4,0
F,White,2015,83616,4,0
M,White,2007,68262,0,0
M,White,2008,68262,0,0
M,White,2009,68262,0,0
M,White,2010,73164,8,1
M,White,2011,77238,8,1
M,White,2012,78012,8,1
M,White,2013,78012,8,1
M,White,2014,82788,8,1
M,White,2015,83616,8,1
F,White,2007,68262,12,1
F,White,2008,68262,13,1
F,White,2009,68262,14,1
F,White,2010,75726,14,1
F,White,2011,77238,14,1
F,White,2012,78012,15,1
F,White,2013,78012,15,1
F,White,2014,82788,15,1
F,White,2015,86520,16,1
F,White,2007,68262,0,0
F,White,2008,68262,0,0
F,White,2009,68262,1,0
F,White,2010,73164,1,0
F,White,2011,77238,1,0
F,White,2012,78012,1,0
F,White,2013,78012,1,0
F,White,2014,82788,2,0
F,White,2015,83616,2,0
F,White,2007,64992,0,0
F,White,2008,68262,0,0
F,White,2009,68262,2,0
F,White,2010,73164,2,0
F,White,2011,74628,2,0
F,White,2012,75372,3,0
F,White,2013,78012,3,0
F,White,2014,82788,3,0
F,White,2015,83616,3,0
M,White,2007,68262,0,0
M,White,2008,70656,0,0
M,White,2009,70656,0,0
M,White,2010,75726,0,0
M,White,2011,77238,0,0
M,White,2012,78012,0,0
M,White,2013,80724,0,0
M,White,2014,85662,0,0
M,White,2015,86520,0,0
M,Asian/Pacific,2007,70656,29,0
M,Asian/Pacific,2008,70656,32,0
M,Asian/Pacific,2009,70656,32,0
M,Asian/Pacific,2010,75726,32,0
M,Asian/Pacific,2011,77238,32,0
M,Asian/Pacific,2012,80724,33,1
M,Asian/Pacific,2013,80724,33,1
M,Asian/Pacific,2014,85662,33,1
M,Asian/Pacific,2015,86520,33,1
M,White,2007,73116,0,0
M,White,2008,73116,14,0
M,White,2009,73116,15,0
M,White,2010,81252,15,0
M,White,2011,82878,15,0
M,White,2012,83706,15,0
M,White,2013,83706,15,0
M,White,2014,88830,16,1
M,White,2015,92316,16,1
M,White,2007,70656,0,0
M,White,2008,70656,12,0
M,White,2009,70656,12,0
M,White,2010,75726,12,0
M,White,2011,77238,13,0
M,White,2012,80724,14,0
M,White,2013,80724,14,0
M,White,2014,85662,15,0
M,White,2015,86520,15,0
M,White,2007,70656,0,0
M,White,2008,70656,0,0
M,White,2009,70656,0,0
M,White,2010,78360,5,1
M,White,2011,79926,6,1
M,White,2012,80724,6,1
M,White,2013,80724,6,1
M,White,2014,85662,7,1
M,White,2015,89718,7,1
F,White,2007,70656,0,0
F,White,2008,70656,0,0
F,White,2009,70656,3,0
F,White,2010,75726,4,0
F,White,2011,77238,4,0
F,White,2012,80724,4,0
F,White,2013,80724,4,0
F,White,2014,85662,5,0
F,White,2015,86520,6,0
M,White,2007,55728,1,0
M,White,2008,58896,4,0
M,White,2009,61932,5,0
M,White,2010,69648,5,0
M,White,2011,74628,5,0
M,White,2012,75372,6,0
M,White,2013,75372,6,0
M,White,2014,79980,6,0
M,White,2015,80778,7,0
M,Hispanic,2007,68262,5,0
M,Hispanic,2008,68262,9,0
M,Hispanic,2009,68262,11,1
M,Hispanic,2010,73164,13,1
M,Hispanic,2011,74628,15,1
M,Hispanic,2012,78012,16,1
M,Hispanic,2013,78012,16,1
M,Hispanic,2014,82788,17,1
M,Hispanic,2015,83616,17,1
F,Hispanic,2007,68262,0,0
F,Hispanic,2008,68262,4,0
F,Hispanic,2009,68262,4,0
F,Hispanic,2010,73164,5,0
F,Hispanic,2011,74628,5,0
F,Hispanic,2012,75372,5,0
F,Hispanic,2013,78012,5,0
F,Hispanic,2014,82788,5,0
F,Hispanic,2015,83616,5,0
F,Hispanic,2007,58896,0,0
F,Hispanic,2008,61932,0,0
F,Hispanic,2009,64992,1,0
F,Hispanic,2010,73164,3,0
F,Hispanic,2011,74628,5,0
F,Hispanic,2012,75372,7,0
F,Hispanic,2013,75372,8,0
F,Hispanic,2014,79980,8,0
F,Hispanic,2015,83616,8,0
M,Hispanic,2007,68262,3,1
M,Hispanic,2008,68262,3,1
M,Hispanic,2009,68262,3,1
M,Hispanic,2010,73164,3,1
M,Hispanic,2011,74628,4,1
M,Hispanic,2012,78012,4,1
M,Hispanic,2013,78012,4,1
M,Hispanic,2014,82788,4,1
M,Hispanic,2015,83616,5,2
F,White,2007,68262,0,0
F,White,2008,68262,0,0
F,White,2009,68262,0,0
F,White,2010,73164,0,0
F,White,2011,74628,1,0
F,White,2012,75372,1,0
F,White,2013,78012,1,0
F,White,2014,82788,1,0
F,White,2015,83616,1,0
M,White,2007,68262,0,0
M,White,2008,68262,0,0
M,White,2009,68262,0,0
M,White,2010,75726,0,0
M,White,2011,77238,0,0
M,White,2012,78012,0,0
M,White,2013,78012,0,0
M,White,2014,82788,0,0
M,White,2015,86520,0,0
M,Hispanic,2007,70656,0,0
M,Hispanic,2008,70656,0,0
M,Hispanic,2009,70656,0,0
M,Hispanic,2010,78360,0,0
M,Hispanic,2011,79926,0,0
M,Hispanic,2012,80724,0,0
M,Hispanic,2013,80724,0,0
M,Hispanic,2014,85662,0,0
M,Hispanic,2015,89718,0,0
M,Hispanic,2007,64992,14,0
M,Hispanic,2008,68262,23,0
M,Hispanic,2009,68262,26,0
M,Hispanic,2010,73164,29,0
M,Hispanic,2011,74628,33,0
M,Hispanic,2012,75372,34,0
M,Hispanic,2013,75372,34,0
M,Hispanic,2014,82788,35,0
M,Hispanic,2015,83616,35,0
F,Hispanic,2007,43104,0,0
F,Hispanic,2008,58896,0,0
F,Hispanic,2009,61932,0,0
F,Hispanic,2010,69648,0,0
F,Hispanic,2011,74628,1,0
F,Hispanic,2012,75372,1,0
F,Hispanic,2013,75372,1,0
F,Hispanic,2014,79980,2,0
F,Hispanic,2015,80778,2,0
M,Hispanic,2007,70656,0,0
M,Hispanic,2008,70656,0,0
M,Hispanic,2009,70656,0,0
M,Hispanic,2010,78360,0,0
M,Hispanic,2011,79926,0,0
M,Hispanic,2012,80724,0,0
M,Hispanic,2013,80724,0,0
M,Hispanic,2014,85662,0,0
M,Hispanic,2015,89718,0,0
M,Hispanic,2007,70656,0,0
M,Hispanic,2008,70656,0,0
M,Hispanic,2009,73116,0,0
M,Hispanic,2010,78360,0,0
M,Hispanic,2011,79926,0,0
M,Hispanic,2012,80724,0,0
M,Hispanic,2013,80724,0,0
M,Hispanic,2014,88830,0,0
M,Hispanic,2015,89718,0,0
F,Hispanic,2007,68262,0,0
F,Hispanic,2008,68262,0,0
F,Hispanic,2009,70656,0,0
F,Hispanic,2010,75726,0,0
F,Hispanic,2011,77238,1,0
F,Hispanic,2012,78012,1,0
F,Hispanic,2013,78012,1,0
F,Hispanic,2014,85662,1,0
F,Hispanic,2015,86520,2,1
M,Hispanic,2007,61932,9,0
M,Hispanic,2008,64992,10,0
M,Hispanic,2009,68262,15,0
M,Hispanic,2010,73164,18,0
M,Hispanic,2011,74628,19,0
M,Hispanic,2012,75372,21,0
M,Hispanic,2013,75372,21,0
M,Hispanic,2014,82788,22,0
M,Hispanic,2015,83616,22,0
M,White,2007,43104,0,0
M,White,2008,58896,2,0
M,White,2009,61932,4,0
M,White,2010,69648,7,0
M,White,2011,74628,7,0
M,White,2012,75372,8,0
M,White,2013,75372,10,0
M,White,2014,79980,11,0
M,White,2015,80778,13,0
F,White,2007,58896,0,0
F,White,2008,61932,0,0
F,White,2009,64992,0,0
F,White,2010,73164,0,0
F,White,2011,74628,0,0
F,White,2012,75372,1,0
F,White,2013,75372,1,0
F,White,2014,79980,1,0
F,White,2015,83616,2,0
M,Asian/Pacific,2007,70656,55,3
M,Asian/Pacific,2008,73116,57,3
M,Asian/Pacific,2009,73116,64,3
M,Asian/Pacific,2010,78360,68,3
M,Asian/Pacific,2011,79926,70,3
M,Asian/Pacific,2012,80724,70,3
M,Asian/Pacific,2013,83706,70,3
M,Asian/Pacific,2014,88830,70,3
M,Asian/Pacific,2015,89718,71,3
M,Hispanic,2007,64992,6,0
M,Hispanic,2008,68262,10,0
M,Hispanic,2009,68262,11,0
M,Hispanic,2010,73164,11,0
M,Hispanic,2011,74628,13,0
M,Hispanic,2012,75372,14,0
M,Hispanic,2013,78012,17,0
M,Hispanic,2014,82788,20,0
M,Hispanic,2015,83616,21,0
M,Hispanic,2007,68262,0,0
M,Hispanic,2008,68262,0,0
M,Hispanic,2009,68262,0,0
M,Hispanic,2010,73164,0,0
M,Hispanic,2011,74628,0,0
M,Hispanic,2012,78012,5,0
M,Hispanic,2013,78012,5,0
M,Hispanic,2014,82788,5,0
M,Hispanic,2015,83616,5,0
M,White,2007,73116,18,1
M,White,2008,73116,18,1
M,White,2009,73116,20,1
M,White,2010,78360,20,1
M,White,2011,79926,23,1
M,White,2012,83706,23,1
M,White,2013,83706,23,1
M,White,2014,88830,23,1
M,White,2015,89718,23,1
M,White,2007,64992,6,0
M,White,2008,68262,7,0
M,White,2009,68262,9,0
M,White,2010,73164,10,0
M,White,2011,74628,12,0
M,White,2012,75372,13,0
M,White,2013,78012,14,0
M,White,2014,82788,15,0
M,White,2015,83616,15,0
M,Hispanic,2007,58896,0,0
M,Hispanic,2008,61932,5,0
M,Hispanic,2009,64992,6,0
M,Hispanic,2010,73164,9,0
M,Hispanic,2011,74628,11,1
M,Hispanic,2012,75372,15,1
M,Hispanic,2013,75372,17,1
M,Hispanic,2014,79980,19,1
M,Hispanic,2015,83616,22,1
F,White,2007,58896,0,0
F,White,2008,61932,0,0
F,White,2009,64992,0,0
F,White,2010,73164,0,0
F,White,2011,74628,1,0
F,White,2012,75372,1,0
F,White,2013,75372,1,0
F,White,2014,79980,1,0
F,White,2015,80778,1,0
M,White,2007,43104,0,0
M,White,2008,58896,3,1
M,White,2009,61932,3,1
M,White,2010,69648,3,1
M,White,2011,74628,3,1
M,White,2012,75372,3,1
M,White,2013,75372,3,1
M,White,2014,79980,3,1
M,White,2015,80778,3,1
M,White,2007,73116,0,0
M,White,2008,73116,0,0
M,White,2009,73116,0,0
M,White,2010,78360,0,0
M,White,2011,82878,0,0
M,White,2012,83706,0,0
M,White,2013,83706,0,0
M,White,2014,88830,0,0
M,White,2015,89718,0,0
M,White,2007,73116,0,0
M,White,2008,73116,18,1
M,White,2009,73116,19,1
M,White,2010,78360,21,1
M,White,2011,79926,21,1
M,White,2012,83706,21,1
M,White,2013,83706,21,1
M,White,2014,88830,21,1
M,White,2015,89718,21,1
M,White,2007,70656,47,3
M,White,2008,73116,51,3
M,White,2009,73116,54,3
M,White,2010,78360,55,3
M,White,2011,79926,55,3
M,White,2012,80724,55,3
M,White,2013,83706,55,3
M,White,2014,88830,55,3
M,White,2015,89718,56,3
F,Black,2007,73116,0,0
F,Black,2008,73116,0,0
F,Black,2009,73116,0,0
F,Black,2010,78360,0,0
F,Black,2011,82878,0,0
F,Black,2012,83706,0,0
F,Black,2013,83706,0,0
F,Black,2014,88830,0,0
F,Black,2015,89718,0,0
M,Hispanic,2007,55728,0,0
M,Hispanic,2008,58896,2,0
M,Hispanic,2009,61932,4,0
M,Hispanic,2010,69648,5,0
M,Hispanic,2011,74628,5,0
M,Hispanic,2012,75372,5,0
M,Hispanic,2013,75372,5,0
M,Hispanic,2014,79980,6,0
M,Hispanic,2015,80778,6,0
M,Hispanic,2007,68262,9,0
M,Hispanic,2008,68262,9,0
M,Hispanic,2009,68262,10,0
M,Hispanic,2010,73164,12,0
M,Hispanic,2011,74628,15,0
M,Hispanic,2012,78012,17,1
M,Hispanic,2013,78012,24,1
M,Hispanic,2014,82788,24,1
M,Hispanic,2015,83616,24,1
M,White,2007,68262,0,0
M,White,2008,68262,3,0
M,White,2009,68262,3,0
M,White,2010,73164,3,0
M,White,2011,74628,4,0
M,White,2012,78012,4,0
M,White,2013,78012,4,0
M,White,2014,82788,4,0
M,White,2015,83616,4,0
M,White,2007,68262,3,0
M,White,2008,68262,3,0
M,White,2009,68262,3,0
M,White,2010,73164,3,0
M,White,2011,77238,3,0
M,White,2012,78012,3,0
M,White,2013,78012,3,0
M,White,2014,82788,3,0
M,White,2015,83616,5,1
M,White,2007,68262,0,0
M,White,2008,70656,0,0
M,White,2009,70656,0,0
M,White,2010,75726,0,0
M,White,2011,77238,0,0
M,White,2012,78012,0,0
M,White,2013,80724,0,0
M,White,2014,85662,0,0
M,White,2015,86520,2,0
M,White,2007,70656,0,0
M,White,2008,70656,0,0
M,White,2009,70656,0,0
M,White,2010,75726,0,0
M,White,2011,77238,0,0
M,White,2012,80724,0,0
M,White,2013,80724,0,0
M,White,2014,85662,0,0
M,White,2015,86520,0,0
F,Black,2007,58896,3,0
F,Black,2008,61932,3,0
F,Black,2009,64992,3,0
F,Black,2010,73164,4,0
F,Black,2011,74628,5,0
F,Black,2012,75372,5,0
F,Black,2013,75372,5,0
F,Black,2014,79980,5,0
F,Black,2015,83616,5,0
M,White,2007,73116,0,0
M,White,2008,73116,0,0
M,White,2009,73116,14,2
M,White,2010,78360,14,2
M,White,2011,82878,14,2
M,White,2012,83706,14,2
M,White,2013,83706,14,2
M,White,2014,88830,14,2
M,White,2015,89718,14,2
M,White,2007,70656,0,0
M,White,2008,70656,5,0
M,White,2009,70656,5,0
M,White,2010,75726,6,0
M,White,2011,77238,7,0
M,White,2012,80724,7,0
M,White,2013,80724,7,0
M,White,2014,85662,7,0
M,White,2015,86520,8,0
M,White,2007,70656,0,0
M,White,2008,70656,0,0
M,White,2009,70656,14,2
M,White,2010,75726,15,2
M,White,2011,79926,16,2
M,White,2012,80724,16,2
M,White,2013,80724,16,2
M,White,2014,85662,17,2
M,White,2015,86520,17,2
M,Hispanic,2007,73116,0,0
M,Hispanic,2008,75816,31,0
M,Hispanic,2009,75816,36,0
M,Hispanic,2010,81252,37,0
M,Hispanic,2011,82878,37,0
M,Hispanic,2012,83706,37,0
M,Hispanic,2013,86130,37,0
M,Hispanic,2014,91404,39,0
M,Hispanic,2015,92316,39,0
M,White,2007,70656,0,0
M,White,2008,70656,0,0
M,White,2009,73116,10,1
M,White,2010,78360,10,1
M,White,2011,79926,10,1
M,White,2012,80724,10,1
M,White,2013,80724,10,1
M,White,2014,88830,10,1
M,White,2015,89718,10,1
M,White,2007,68262,3,0
M,White,2008,68262,3,0
M,White,2009,68262,3,0
M,White,2010,73164,4,0
M,White,2011,77238,5,0
M,White,2012,78012,6,0
M,White,2013,78012,9,0
M,White,2014,82788,12,0
