@@Illegal Search@@ The reporting party alleged that the accused officers stopped him and searched him for no reason. The reporting party further alleged that the officers took a small amount of cannabis (five nickel bags") from the reporting party and let him go. The reporting party also alleged that an unknown black male in his early 20's, driving a Mercedes coupe, stopped to give the reporting party a tide and the same officers pulled over that driver and arrested him and impounded his. car for no reason.	No Action Taken
@@Domestic@@ On October 9, 2007, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident occurring in the 3rd District, on October 9, 2007. It was alleged that an off-duty Chicago Police Department (CPD) officer violated a court Order of Protection; grabbed the complainant by her hair; struck the complainant; struck the complainant on the nose with a closed fist; referred to the complainant as a bitch; disobeyed a Direct Order; and failed to provide the Department with a current address. In addition, it was alleged that the accused made false statements to IPRA regarding the incident and where he resided. Based on statements from the complainant, accused officer, and witnesses, reports, audio recordings and photographs, IPRA recommend to SUSTAIN the allegations that the accused violated a court Order of Protection; grabbed the complainant by her hair; struck the complainant; struck the complainant on the nose with a closed fist; referred to the complainant as a bitch; disobeyed a Direct Order; failed to provide the Department with a current address; and made false statements to IPRA. IPRA recommended separation for the accused member from the Department.	Resigned
@@Operation/Personnel Violations@@ On January 26, 2009, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that took place in the 5th District Station involving six on-duty Chicago Police Department (CPD) Officers (Officers A through F), an on-duty Captain (Captain G), an on-duty Lieutenant (Lieutenant H), two on- duty Sergeants (Sergeants I and J), and on-duty Detention Aide. It was alleged that Captain G failed to perform his duty to ensure that the medical needs of an arrestee were met. It was alleged that Officer A failed to perform her duty to ensure that the medical needs of an arrestee were met. It was alleged that Lieutenant H failed to perform his duty to ensure that the medical needs of an arrestee were met and failed as a supervisor, to ensure his subordinate staff complied with policy. It was alleged that Sergeant I failed to perform his duty to ensure that the medical needs of an arrestee were met and failed as a supervisor, to ensure his subordinate staff complied with department policy. It was alleged that Officer B failed to perform her duty to ensure that the medical needs of an arrestee were met. It was alleged that Officer C failed to perform her duty to ensure that the medical needs of an arrestee were met. It was alleged that the Detention Aide failed to perform her duty to ensure that the medical needs of an arrestee were met. It was alleged that Sergeant J failed to perform his duty to ensure that the medical needs of an arrestee were met and failed as a supervisor, to ensure his subordinate staff complied with department policy. It was alleged that Officer D failed to perform her duty to ensure that the medical needs of an arrestee were met. It was alleged that Officer E failed to perform her duty to ensure that the medical needs of an arrestee were met. It was alleged that Officer F failed to perform her duty to ensure that the medical needs of an arrestee were met. Based upon statements by the accused members, departmental records, medical records, and photographs, IPRA recommended a finding of UNFOUNDED for the allegation that Captain G failed to perform his duty to ensure that the medical needs of an arrestee were met. IPRA recommended a finding of EXONERATED for the allegation that Officer A failed to perform her duty to ensure that the medical needs of an arrestee were met. IPRA recommended to SUSTAIN the allegations that both Officers B through F, Lieutenant H, Sergeants I and J, and Detention Aide failed to perform their duty to ensure that the medical needs of an arrestee were met. Further, IPRA recommended to SUSTAIN the allegations that both Lieutenant H and Sergeants I and J failed as a supervisor, to ensure that their subordinate staff complied with department policy. IPRA recommended a three (3) day suspension for Lieutenant H, a one (1) day suspension for Sergeants I and J, a two (2) day suspension for Officers B through F, and a written reprimand for the accused Detention Aide.	Short Term Suspension
@@Use Of Force@@ In an incident involving forty-four on-duty CPD members (Officers A- Z and A1 R1), a Lieutenant, a Sergeant, three Detectives (Detective 1, 2, and 3) and Victim, it was alleged that Officers A, B, C, D, L, U, V, W, X and the Lieutenant violated the Chicago Police Departments pursuit policy. It is also alleged that Officer E, F, G, H, I, J, K, M, N, O, P, Q, R, S, Y, Z, A1, B1,C1, D1, E1, F1, G1, H1, I1, J1, K1, L1, M1, N1, 01, P1, Q1, R1, the Sergeant, Detective 1, Detective 2, and Detective 3 violated the Chicago Police Departments pursuit policy, left their duty assignments without authorization, and failed to notify the OEMC that they were responding as assist units. Finally, it is alleged that Officer T violated the Chicago Police Departments pursuit policy, left his duty assignments without authorization, failed to notify the OEMC that he was responding as an assist unit, violated Chicago Police Departments use of deadly force policy by shooting the Victim without justification, and violated a Chicago Police Department General Order by failing to remain on the scene to report to the watch commander after discharging his weapon.	Short Term Suspension
@@Criminal Misconduct@@ Itis alleged by the complainant, Sergeant Terrance COCHRAN, Star 894, that on 31 October 2012 while at the United States District Federal Court for Case No an arrest warrant under FBI Nc was issued for Civil Contempt of Court and the accused Police Officer Jose CORTES was subsequently taken into custody by the US Marshals	Short Term Suspension
@@Use Of Force@@ In an incident involving an on-duty CPD Officer and a Subject, the Officer was alleged to have struck the Subject on the face and then failing to submit a Tactical Response Report regarding the use of force.	Short Term Suspension
@@Lockup Procedures@@ The reporting party, Sgt. William KAPPEL, star #1569, alleges thaton2 Jan 2012 at 1245 hours at 1011 S. Homan Ave, the above accused officer. failed to proverlv search a black back pack which was inventoried under Inv., nd was found to contain (1) clear plastic bag containing (3) smaller clear plastic bags, each containing (6) zipped locked bags of suspect cannabis.	Violation Noted
@@Operation/Personnel Violations@@ The complainant stated that he was robbed on 05SEP12 (k and his wallet and I-Phone were taken. The complainant stated that he used the locator application to determine the location of his I- phone and then went to the 006th District with that information. The complainant alleged that the officers refused to assist him and refused to allow him to speak to a supervisor	No Action Taken
@@Operation/Personnel Violations@@ On 21 March 2007, a complaint was registered with the Independent Police Review Authority (IPRA, formerly known as the Office of Professional Standards), regarding an incident that occurred in the 25th District, in which four (4) Chicago Police Officers responding to the scene of a battery, allegedly failed to report the misconduct of a fellow department member. Based on video footage and on corroborating witness statements, IPRA recommended to SUSTAIN multiple allegations that the accused members failed to report the misconduct of a fellow department member, were inattentive to duty, disobeyed a written/oral direct order, and made a false report. IPRA recommended a sixty (60) day suspension for each of these accused members. As to the other two (2) accused members, IPRA recommended that the allegations that they failed to report the misconduct of a fellow department member, were inattentive to duty, disobeyed a written/oral direct order, and made a false report be UNFOUNDED because evidence indicated that the other two (2) accused members did not receive information relating to the misconduct of the fellow department member.	Short Term Suspension
@@Lockup Procedures@@ It is alleged that the Officers made the subject take off all of his clothes while he was being detained. It is alleged that the Officers made the subject take off all of his clothes while he was being detained.	No Action Taken
@@Verbal Abuse@@ In an incident involving Officers it was alleged that the Officers actions brought discredit upon the Department, failed to perform any duty, and disrespected Subject 1 by calling him a derogatory name.	Short Term Suspension
@@Use Of Force@@ Complainant and Civilian 1 were involved in a physical altercation outside of Restaurant A. A woman claimed that the assailants were Chicago police officers. Officers A, B, and C responded to the scene. They did not search for witnesses, did not properly document the encounter, and did not render aid.	other_outcome
@@Operation/Personnel Violations@@ The reporting party alleged that during an execution of a search warrant, the accused failed to inventory or return $867.00 U.S.C and two piece diamond wedding band. The accused damaged her bedroom fumiture.	No Action Taken
@@Use Of Force@@ In an incident involving Officer A and Officer B, it was alleged that Officer A physically abused Subject 1 when he pushed Subject 1, punched Subject 1 in the face, kneed Subject 1, challenged Subject 1 to a fight. It was also alleged that Officer A failed to complete a contact card for his contact with Subject 1. It was alleged that Officer B physically abused Subject 1 by jumping on his back, pacing his knee on Subject 1s face. It was alleged that Officer B also failed to complete a contact card related to this incident.	Short Term Suspension
@@False Arrest@@ was coming out of a relative's resisdence when he was arrested for Criminal Tresspass It is alleged that the accused arrested without Justification It 1s also alleged that the accused (one of the two arresting officers) Improperly inventones in that he inventoried some of personal property (his link card and two other cards)under another individual's name ___ who was provided a property receipt, was only able to retrieve his bracelet, but his other property was not In his property bag	No Action Taken
@@Lockup Procedures@@ In an incident involving three on-duty CPD Officers (Officer A, B, and C), a detention aide, and a Complainant, it was alleged in the 25th District Mens Lockup that Officer A, B, C and the detention aide failed to properly search the Complainant.	Reprimand
@@Drug / Alcohol Abuse@@ Itis alleged by the complainant Sergeant Christopher PETTIS, thatthe accused Police Officer Maxie | CARNEY Jr., was stopped by Indiana State Trooper 1.14 March 2013 at 0054 hours at I- 90, MM: 0.50 headed eastbound, for speeding and subsequently arrested for Operating Vehicle While Intoxicated.	Penalty Not Served
@@Operation/Personnel Violations@@ It is reported that the accused failed to ensure that the money was properly inventoried in that there was shortage of $100.00 in the property envelope.	Reprimand
@@Operation/Personnel Violations@@ The complainant, Sergeant Christine Blaul alleges on 15 OCT 2011 the accused, Sergeant Sheamus Mannion # 1376 forwarded a department email sent to him by Commander Kennedy containing priviledged information and disseminated the email to Sergeant James McGOVERN #1832 without authority The Reporting Sergeant alleges on 03 OCT 2011 the accused, Sergeant Thomas Leland queried title codes 9161 and 9185 without a valid police purpose. The Reporting Sergeant alleges on 21 Sep 2011 the accused, Sergeant James McGOVERN #1255 queried fitle code 9161 and 9165 withouta valid police purpose. The Reporting Sergeant alleges on 14 OCT 2011 the accused, Sergeant James McGovern # 1255 queried itle code 9165 withouta valid police purpose. The Reporting Sergeant alleges on 12 OCT 2011, the accused, Sergeant James McGOVERN # 1255 queried title code 9161 without a valid police purpose The Reporting Sergeant alleges on 15 OCT 2011, the accused Sergeant James McGovern #1255 queried tile code 9161 withouta valid police purpose.	No Action Taken
@@Conduct Unbecoming (Off-Duty)@@ It is reported that the accused officer has an indebtness to the city.	Short Term Suspension
@@Use Of Force@@ On December 21, 2008, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident occurring in the 18th District, on December 21, 2008, involving one Chicago Police Department (CPD) Sergeant (Sergeant A), one CPD Lieutenant (Lieutenant B), and two CPD Officers (Officers C and D), all of whom were off-duty. It was alleged that Sergeant A discharged his pepper spray without justification; failed to make the required notifications after discharging his pepper spray; failed to complete a Tactical Response Report (TRR); submitted a false report dated December 23, 2008; submitted a false statement dated March 18, 2009; provided a false statement dated May 1, 2009; and brought discredit upon the Department. In addition, it was alleged that Lieutenant B became aware of possible misconduct, failed to report the misconduct, and obtain a complaint register number; failed to ensure that the required notifications of a pepper spray discharge were made; failed to ensure that a TRR was completed on the pepper spray discharge; provided a false statement dated March 17, 2009; provided a false statement dated May 1, 2009; and brought discredit upon the Department. It was also alleged that Officer C became aware of possible misconduct and failed to report the misconduct; provided a false statement dated March 19, 2009; was inattentive to duty on May 1, 2009, when he failed to go to IPRA for a schedule statement; provided a false statement dated May 12, 2009; and brought discredit upon the Department. It was further alleged that Officer D became aware of possible misconduct and failed to report the misconduct as prescribed in General Order 93-3; provided a false statement dated April 24, 2009; provided a false statement dated May 1, 2009; and brought discredit upon the Department. Based on statements from the accused members, reports, video recordings, and witnesses, IPRA recommended to SUSTAIN the allegations that Sergeant A discharged his pepper spray without justification; failed to make the required notifications after discharging his pepper spray; failed to complete a TRR; submitted a false report dated December 23, 2008; provided a false statement dated March 18, 2009; provided a false statement dated May 1, 2009; and brought discredit upon the Department. Further, IPRA recommended to SUSTAIN the allegations that Lieutenant B became aware of possible misconduct and failed to report the misconduct and obtain a complaint register number; failed to ensure that the required notifications of a pepper spray discharge were made; failed to ensure that a TRR was completed on the pepper spray discharge; provided a false statement dated March 17, 2009; provided a false statement dated May 1, 2009; and brought discredit upon the Department. Further, IPRA recommended to SUSTAIN the allegations that Officer C became aware of possible misconduct and failed to report the misconduct; provided a false statement dated March 19, 2009; was inattentive to duty on May 1, 2009, when he failed to go to IPRA for a schedule statement; provided a false statement on May 12, 2009; and brought discredit upon the Department. Further, IPRA recommended to SUSTAIN the allegations that Officer D became aware of possible misconduct and failed to report the misconduct; provided a false statement dated April 24, 2009; provided a false statement dated May 1, 2009; and brought discredit upon the Department. IPRA recommended separation from the Department for Sergeant A, separation from the Department for Lieutenant B, a thirty (30) day suspension for Officer C, and a thirty (30) day suspension for Officer D.	Short Term Suspension
@@Domestic@@ On May 11, 2006, a complaint was registered with the Independent Police Review Authority (IPRA f/k/a the Office of Professional Standards) regarding an incident that occurred on May 10, 2006 in the 24th District involving two on-duty Chicago Police Department (CPD) Officers (Officers A and B). It was alleged that Officer A squeezed the complainants testicles; failed to inventory or return the complainants keys; provided false information on an arrest report; failed to follow proper procedure in that he failed to secure complainants vehicle after his arrest; and improperly searched the complainants vehicle. It was alleged that Officer B handcuffed the complainant too tightly; failed to inventory or return the complainants keys; provided false information on an arrest report; and failed to follow proper procedure in that he failed to secure complainants vehicle after his arrest. Based upon statements by the accused officers, complainant and witnesses, and OEMC and department records, and photographs, IPRA recommended to NOT SUSTAIN the allegations that Officer A squeezed the complainants testicles; failed to inventory or return the complainants keys; and provided false information on an arrest report. IPRA recommended to SUSTAIN the allegation that Officer A failed to follow proper procedure in that he failed to secure complainants vehicle after his arrest. Further, IPRA recommended a finding of UNFOUNDED for the allegation that Officer A improperly searched the complainants vehicle. IPRA recommended to NOT SUSTAIN the allegations that Officer B handcuffed the complainant too tightly; failed to inventory or return the complainants keys; and provided false information on an arrest report. IPRA recommended to SUSTAIN the allegation that Officer B failed to follow proper procedure in that he failed to secure complainants vehicle after his arrest. IPRA recommended Violation Noted for both Officers A and B.	Violation Noted
@@Use Of Force@@ On 16 July 2007, a complaint was registered with the Independent Police Review Authority (f/k/a The Office of Professional Standards), regarding an incident occurring in the 6th District. It was alleged that an on-duty Chicago Police Department officer was inattentive to duty in that he accidentally discharged his weapon, striking a victim. IPRA recommended to SUSTAIN the allegation that the accused officer was inattentive to duty in that he accidentally discharged his weapon striking a victim, based on corroborating witness statements and statements made by the accused officer during a preliminary investigation of the shooting. Because the accused officer gave conflicting statements in the preliminary shooting investigation and in separate statements made to IPRA, IPRA recommended to SUSTAIN a subsequent allegation that he made a false report to IPRA. IPRA recommended a twenty (20) day suspension for the accused officer.	Short Term Suspension
@@Use Of Force@@ In an incident involving two on-duty CPD Officers (Officer A and Officer B) and the Complainant/minor, it was alleged that on February 7, 2012, Officer A detained, questioned, and searched the Complainant/minor without lawful justification, conducted a strip search of the Complainant/minor without justification, conducted a strip search of the Complainant/minor without proper authorization, grabbed the Complainant/minors genitals during a strip search, failed to complete any department records when he detained, questioned, and searched the Complainant/minor, observed misconduct and failed to take appropriate action and report it to the department. It was further alleged that on April 14, 2014, Officer A provided a false statement to the Independent Police Review Authority (IPRA) when he stated that he did not conduct a strip search of the Complainant/minor and when he stated that he did not observe Officer B hit the Complainant/minor with a metal walking crutch. It was alleged that on February 7, 2012, Officer B grabbed the Complainant/minor by his collar and forced him into the backroom of the store, detained, questioned, and searched the Complainant/minor without lawful justification, struck the Complainant/minor with his hand about the face and head, shoved the Complainant/minor against the wall, struck the Complainant/minor in the head with a metal walking crutch, grabbed the Complainant/minors genitals during a search of his person, conducted a strip search of the Complainant/minor without justification, conducted a strip search of the Complainant/minor without proper authorization, and failed to complete any department reports when he detained, questioned, and searched the Complainant/minor.	other_outcome
@@Lockup Procedures@@ The reporting party, Sgt. William KAPPEL, star #1569, alleges thaton2 Jan 2012 at 1245 hours at 1011 S. Homan Ave, the above accused officer. failed to proverlv search a black back pack which was inventoried under Inv., nd was found to contain (1) clear plastic bag containing (3) smaller clear plastic bags, each containing (6) zipped locked bags of suspect cannabis.	Reprimand
@@Use Of Force@@ On 21 September 2007, a complaint was registered with the Independent Police Review Authority regarding an incident that occurred in the 7th District, involving two Chicago Police Department officers (A & B) and a detective (C). The complainant alleged that during the course of a narcotics investigation, Officer A grabbed him by the neck, pushed him to the ground, and poked him about the body with an unknown object. It was further alleged that Officers A and B and Detective C failed to obtain medical care, and Detective C had knowledge of alleged misconduct and failed to report it. Based on documentary evidence and the complainants and involved members statements, IPRA recommended that the allegations that Officer A grabbed the complainant by the neck, pushed him to the ground, and poked him several times in the body be UNFOUNDED. Based on the statements of the involved members, IPRA recommended to SUSTAIN the allegation that Officers A and B, and Detective C were inattentive to duty in that they failed to obtain immediate medical attention for the complainant. Finally, based on an admission, IPRA recommended to SUSTAIN the allegation that Detective C had knowledge of alleged police misconduct and failed to notify a supervisor and/or prepare a written report. IPRA recommended that Officers A and B be suspended for two days, and that Detective C be suspended for three days.	Short Term Suspension
@@Operation/Personnel Violations@@ In an incident involving four on-duty CPD members, including three Officers (A, B, and C) and a Sergeant, and a Complainant it was alleged that, during a response to a 911 call to a gas station involving a customer dispute, Officer A verbally abused, directed profanities at, searched, grabbed, and pushed the Complainant without justification; he also failed to provide his badge number upon request. It was alleged that Officers B and C were inattentive to duty when they failed to intercede on behalf of the Complainant. It was further alleged that the Sergeant failed to register a complaint on behalf of Complainant.	Short Term Suspension
@@Lockup Procedures@@ It is reported that the accused officer was inattentive duty in that he failed to properly secure the arrestee and this resulted in the arrestee escape from custody. It is reported that the accused officer was inattentive duty in that he failed to properly secure the arrestee and this resulted in the arrestee escape from custody. It is reported that the accused officer was inattentive duty in that he failed to properly secure the arrestee and this resulted in the arrestee escape from custody It is reported that the accused officer was inattentive duty in that he failed to properly secure the arrestee and this resulted in the arrestee escape from custody. It is reported that the accused officer was inattentive duty in that she failed to properly secure the arrestee and this resulted in the arrestee escape from custody.	Short Term Suspension
@@Illegal Search@@ The complainant alleged that the accused officers were rude to him in that they took the unknown off-duty police officer's side and questioned the complainant about where he was going for no apparent reason. The accused officers also required the complainant to produce a bus pass to prove that he was waiting for the bus.  The complainant alleged that the accused was rude to him in that he told him to move off of St. Paul Lutheran Church property for no apparent reason	No Action Taken
@@Domestic@@ threatened the complainant via text messages and over the phone. The accused officer has threatened to make the reporting party's life "difficult," to get her fired from her job, and said that "things can happen" to her on the bus.	No Action Taken
@@Operation/Personnel Violations@@ It is reported that the inventory envelope was over $100.00 from the declared value of inventory. Declared value $2,625.00, however the envelope contained $2,725.00.	Reprimand
@@Conduct Unbecoming (Off-Duty)@@ SERGEANT HAS AN INDEBTEDNESS TO THE CITY OF CHICAGO.	Violation Noted
@@Traffic@@ WITH A MOTORIST WHO DID DRIVER'S LICENSE. SHE THAT THE ACCUSED OFFICER TO CITE THE OTHER AND HE REFUSED TO HER WITH A POLICE REPORT.	No Action Taken
@@Lockup Procedures@@ THE REPORTING PARTY STATES THAT HIS 6 YEAR OLD SON WAS THE VICTIM OF A BATTERY AND HE CALLED THE POLICE. HE ALLEGES THAT THE ACCUSED OFFICER REFUSED TO PROVIDE HIM WITH A POLICE REPORT AND ARRESTED HIM WITHOUT JUSTIFICATION.	No Action Taken
@@Operation/Personnel Violations@@ It is alleged that the accused was inattentive to duty in that she failed to properly secure her weapon. It is reported that the accused went into a fitting room at Carson Pirie Scott and left her duty weapon in the fitting room The weapon was recovered by the Hammond Police Department.	Short Term Suspension
@@Illegal Search@@ The reporting party alleged that the accused officer harassed him. It is alleged that the accused officer, failed to identify himself as a Police Officer and refused to explain why he was being stopped. It is further alleged that the accused officer told him (reporting party) that he was irritating him and then handcuffed him without justification.	No Action Taken
@@Lockup Procedures@@ The reporting party alleges that after being released from police custody, he discovered that his property(wedding ring and identification) was missing which was not inventoried or returned	No Action Taken
@@Illegal Search@@ The complainant alleged that the accused officer handcuffed and searched him and the victims without justification. The complainant alleged that the accused officer handcuffed and searched him and the victims without justification.	No Action Taken
@@Conduct Unbecoming (Off-Duty)@@ for	Short Term Suspension
@@Lockup Procedures@@ identification card.	No Action Taken
@@Use Of Force@@ Stompted 01 Struck. Ripped Arrestec sody fith baton zamera and destroyed his glasses without justification	No Action Taken
@@Operation/Personnel Violations@@ On June 15, 2008, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that occurred on June 14, 2008 in the 2nd District involving an on-duty Chicago Police Department (CPD) Sergeant. It was alleged that the Sergeant failed to give immediate notification after his involvement in a weapons discharge incident; failed to ensure that an arrest report was generated for a detained subject; and failed to follow the Departments Use of Deadly Force Policy when he fired at an unarmed subject. Based upon a mediation, the Sergeant agreed to accept IPRAs finding of SUSTAINED for the allegations that the Sergeant failed to give immediate notification after his involvement in a weapons discharge incident and failed to ensure that an arrest report was generated for a detained subject. The Sergeant agreed through mediation to accept a one (1) day suspension.	Short Term Suspension
@@Use Of Force@@ On July 29, 2007, a complaint was registered with the Independent Police Review Authority (IPRA f/k/a the Office of Professional Standards), regarding an incident occurring in the 8th District, on July 29, 2007 involving an off-duty Chicago Police Department Officer (Officer A) and on-duty Sergeant (Sergeant B). It was alleged that Officer A engaged in a verbal altercation with the complainants; directed profanities at the complainants; and pointed his weapon at the complainants without justification. In addition, it was alleged that Sergeant B failed to register the complaint on behalf of the complainants. Based on statements from the accused members, complainant and witness, reports, and audio transmissions, IPRA recommended to SUSTAIN the allegations that the accused officer engaged in a verbal altercation with the complainants and pointed his weapon at the complainants without justification. Further, IPRA recommended to NOT SUSTAIN the allegation that Officer A directed profanities at the complainants. IPRA recommended to SUSTAIN the allegation that Sergeant B failed to register the complaint on behalf of the complainants. IPRA recommended a ten (10) day suspension for Officer A and a violation noted for Sergeant B.	Short Term Suspension
@@False Arrest@@ The reporting pai and jalleged that several Black, Hispanic, White male plainclothes officers, one black officer, possibly named, “Sanders”, ransacked and damaged their apartment and personal property after they had observed several male subjects selling drugs on the front porch of the apartment building. The reporting parties alleged that the officers stated, "So you guys are sellin weed in here." The reporting party | lleges that he was falsely arrested for possession of cannabis. The reporting parties further alleged that an unknown officer removed $258.00USC and he failed to return or inventory the victim's, Keisha Clark, money. The reporting parties alleged that they have photos of the incident. DRIVING UNMARKED VEHICLES POSSIBLY TWO CHARCOAL GREY COLORED TAHOES, LIGHT GREY "LEXUS", GREEN TRUCK 4X4 WITH A GREEN COVER ON TOP OF THE FLAT BED AREA.	No Action Taken
@@Conduct Unbecoming (Off-Duty)@@ It is reported that the accused failed to secure her weapon while inside her residence.	Short Term Suspension
@@Conduct Unbecoming (Off-Duty)@@ It is reported that the accused Department member had indebtedness to the City of Chicago and failed to resolve it.	Resigned
@@Operation/Personnel Violations@@ On 03 Dec 2012 at 0920 hours, at court branch 44 (3150 W. Flournoy) Sgt Vernetta MCCOY, star #19412, alleged that after she told Officer Sergio MARTINEZ, star 19412, the leave on three occasions, he refused and continued to be argumentative and confrontational. On 03 Dec 2012 at 0920 hours, Sgt. Vernetta MCCOY star #19412, alleged that Officer Sergio MARTINEZ, star #19412, unit 189, appeared in branch 44, 3150 W. Flournoy, on his regular day off for a narcotics related case and attempted to turn in an overtime slip without submitting an ILSP lab report as required by department directives.	Short Term Suspension
@@Conduct Unbecoming (Off-Duty)@@ The complainant alleged that the accused is non-compliant with her indebtedness to the City of Chicago.	Short Term Suspension
@@False Arrest@@ The victim alleges that a "Road side Safety Check" was conducted in which he was flagged to pull over to the side of the road. Victim was ordered to perform the field sobriety tests which he completed. He was then escorted to submit to a Breathalyzer test inside a van. Plaintiff was arrested for driving under the influence without probable cause or any legal justification. The victim alleges that a “Road side Safety Check" was conducted in which he was flagged to pull over to the side of the road. Victim was ordered to perform the field sobriety tests which he completed. He was then escorted to submit to a Breathalyzer test inside a van. Plaintiff was arrested for driving under the influence without probable cause or any legal justification.	No Action Taken
@@Lockup Procedures@@ being processed at the 003rd District Station, Officer Brian Herman #7401 failed to return __ ink Card and cigarettes to him.	No Action Taken
@@Illegal Search@@ The complainant alleged that the accused officers stopped, detained and arrested him without justification.	No Action Taken
@@Use Of Force@@ On September 21, 2007, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident occurring in the 2nd District on September 21, 2007, involving two Chicago Police Department (CPD) officers (Officers A and B), and two high school students (Victims 1 and 2). It was alleged that Officer A, who was on duty, slapped Victim 1 on the face; grabbed Victim 1 by the neck; failed to complete a Tactical Response Report (TRR) for Victim 1; directed profanities during the incident; and grabbed Victim 2 by the neck and choked him. It was further alleged that Officer B, who was off duty and working as a security supervisor at the school, grabbed Victim 2s arm; and threatened to break Victim 2s arm. Based on statements from the accused officers, reports, photographs, and witnesses, IPRA recommended to SUSTAIN the allegations that Officer A slapped Victim 1 on the face; grabbed Victim 1 by the neck; failed to complete a TRR for Victim 1; used profanities during the incident; and grabbed Victim 2 by the neck and choked him. Further, IPRA recommended a finding of EXONERATED for the allegation that Officer B grabbed Victim 2s arm. Further, IPRA recommended a finding of NOT SUSTAINED for the allegation that Officer B threatened to break Victim 2s arm. IPRA recommended a five (5) day suspension for Officer A.	Short Term Suspension
@@Operation/Personnel Violations@@ On 18 January 2007, a complaint was registered with the Independent Police Review Authority (IPRA, f/k/a Office of Professional Standards), regarding an incident occurring in the 12th District, involving thirteen (13) on-duty Chicago Police Department members. It was alleged that the accused members failed to provide police service on 15 December 2006. It was further alleged against a principally accused sergeant and two principally accused officers that they failed to conduct a license premises investigation as mandated by a CPD special order. IPRA recommended to SUSTAIN the first allegation that the members failed to provide police service after responding to a call for emergency assistance, against the principally accused sergeant and eight other accused officers. The investigation revealed that those members were at the location of the incident and failed to conduct an appropriate investigation as to the reason for the emergency assist call. IPRA recommended to NOT SUSTAIN this first allegation against the remaining four members as the evidence could neither prove nor disprove the allegation. IPRA recommended to SUSTAIN the second allegation against the principally accused sergeant and two accused members as the investigation revealed that each of them had spoken to witnesses at the scene and obtained information that a bar fight had transpired, but failed to conduct a license premises investigation. Further IPRA recommended a forty-five (45) day suspension for one of the accused officers, a twenty (20) day suspension for the accused sergeant and two accused officers, a five day (5) suspension for two accused officers, a three (3) day suspension for two accused officers, and a one (1) day suspension for a final accused officer.	Short Term Suspension
@@Lockup Procedures@@ Itis reported that the accused officer was inattentative to duty in that, when he generated an inventory N for U.S.C. of $285.00, the inventory was audited and revealed $385.00 U.S.C. which is an overage than in the original inventory.	Violation Noted
@@Lockup Procedures@@ The reporting party alleged that during his arrest, the accused failed to secure his IPHONE, cellular phone and his Rosary	No Action Taken
@@Criminal Misconduct@@ the accused has knowinaly violated court order It is further alleged by Sergeant DAVIS that for the last two years, at that her boyfriend has resided at said location, yet said order states no unrelated guests of oppostie sex shall stay overnight when minor It is further alleged by Sergeant DAVIS, that on 03 Mar 12, the accused violated court ord: with minor d| to the victiml Ref. RD, It is alleged by Sergeant Glenn DAVIS, #1246, that on 03 Mar 12, at approximately 0930 hours, at failed to comply with court order #08D4169 regarding Joint Parenting in that the accused's minor daughter victim     was to have visitation. spresent. Ref RD she knowingly traveled out of town without making notification of same   he accused knowingly was not at said location when Ref., RD: (MEMBER WILL BRING RELATED COURT ORDER)	Reprimand
@@Illegal Search@@ On July 18, 2017, Subject 1 was driving in the vicinity of S. Halsted St., Chicago, IL. As he was driving, an unmarked Chicago Police SUV activated its emergency lights and pulled over Subject 1 for a broken left tail light. Officer A and Officer exited their vehicle and asked Subject 1 for his identification and insurance. During the traffic stop, Subject 1?s vehicle was searched and the officers were involved in an altercation with Subject 1. COPA investigates the legality of the search and the interaction with Subject 1.1	Short Term Suspension
@@Illegal Search@@ The reporting party alleged that while the accused officers were executing a search warrant, the victim. was allowed into the apartment by the Owner's friend in order to prepare an estimated for drywall installation. It is further alleged that the accused officer arrested the victim without a warrant or probable cause. The reporting party alleged that while the accused officers were executina a search warrant, the victim, iS allowed into the apartment py tne Uwner's friend in order to prepare an estimated for drywall installation. It is further alleged that the accused officer arrested the victim without a warrant or probable cause. The reporting party alleged that while the accused officers were executing a search warrant, the victim, was allowed into the apartment by the Owner's friend in order to prepare an estimated for drywall installation. It is further alleged that the accused officer arrested the victim without a warrant or probable cause. The reporting party alleged that while the accused officers were executing a search warrant, the “i a allowed into the apartment by the Owner's friend in order to prepare an estimated for drywall installation. It is further alleged that the accused officer arrested the victim without a warrant or probable cause. The reporting party alleged that while the accused officers were evecutina a search warrant, the victim was, allowed into the apartment py tie Wwner's friend in order to prepare an estimated for drywall installation. It is further alleged that the accused officer arrested the victim without a warrant or probable cause.	No Action Taken
