"cr_id","summary"
"1066004","The complainant alleged that she was present when the accused officers approached she and the victim after they pulled over in traffic because their vehicle was over heating. The complainant alleged that the arresting officers fabricated the charges against the victim and falsely arrested him."
"1068071","The complainant alleged that a City of Chicago garbage truck backed into her vehicle but the traffic crash report indicated that the complainant struck the rear of the garbage truck."
"1079978","After being called to the scene of a domestic dispute, Chicago Police Officer, Officer A, attempted to arrest Subject 1 when his mother, Subject 2, separated her son and Officer A. Subject 1 then ran away from the scene and was apprehended a few blocks away. Subject 2 was subsequently arrested for battery to a police officer and obstructing an arrest."
"1086737","On September 13, 2017 at approximately 5:40 pm, CPD District A Officers A and were dispatched to the Restaurant 1 at S. Cicero Ave. in response to a 911 call made by the manager of the Restaurant 1, Civilian 1, and the security guard, Security Guard 1.2 The call was made to 911 because Subject 1 was trespassing on the property. Subject 1 later filed a complaint to COPA about the incident. Subject 1 had previously been a frequent customer of the Restaurant 1, but had engaged in several altercations, sometimes violent, with other customers. As a result of this behavior, Subject 1 was banned from the establishment, according to Restaurant 1 management. On the date above, Subject 1 attempted to enter the Restaurant 1 and make a purchase. He was immediately asked to leave by the staff, but did not comply. The police were called by both Civilian 1 and Security Guard 1, and Subject 1 was arrested for Criminal Trespassing. He later stated to COPA that he was not mirandized by the arresting officers and was treated with unnecessary physical force; namely, that his handcuffs were placed on too 1 On September 15, 2017, the Civilian Office of Police Accountability (COPA) replaced the Independent Police Review Authority (IPRA) as the civilian oversight agency of the Chicago Police Department. Therefore, this investigation, which began under IPRA, was transferred to COPA on September 15, 2017, and the recommendation(s) set forth herein are the recommendation(s) of COPA. 2 The security guard?s name was provided by the complainant, Subject 1. The manager, Civilian 1, could not con?rm the security guard?s name at the time of her interview; however, she later contacted Security Guard 1 at the request of COPA to assist in getting a statement from Security Guard 1. Civilian relayed to COPA that Security Guard 1 did not wish to provide a statement. COPA called the Restaurant 1 twice and left messages for Security Guard 1, but the calls were never returned."
"1088846","Three officers from Area Central?s Gang Enforcement unit were patrolling in an umarked car when they observed a transaction between a man, _and a vehicle. The officers turned around and approached _who was standing near the complainant, _Two officers detained _and recovered narcotics and a firearm. Officer _engaged _who was holding an open glass bottle of cognac. After handcuffing _Officer _performed an emergency takedown of _who sustained a laceration to the inside of his lip. - complained that Officer _used excessive force. During the processing of _arrest, Detention Aide _indicated in the arrest report that _did not display signs of obvious pain or injury. However, the booking photo clearly shows an injury. As discussed further in the analysis section, COPA does not sustain the allegation of excessive force against Officer _and sustains the allegation of improper documentation against Detention Aide"
"309916","On 29 November 2005, a complaint was registered with the Independent Police Review Authority (IPRA, formerly known as the Office of Professional Standards) regarding an incident that occurred in the 11th District, in which an off-duty Chicago Police Department officer working a security position allegedly physically abused, grabbed, and threatened the first complainant; said accused member allegedly pushed a second complainant; and failed to complete a Tactical Response Report. Based on corroborating witness statements and the accused members admissions, IPRA recommended to SUSTAIN the following allegations: that the accused pushed the first complainants head against a wall; threatened bodily harm against said complainant; grabbed and pushed the first complainant in an empty classroom; pushed said complainant against a large metal file cabinet; punched the head of the complainant causing it to strike a bathroom door; pushed the second complainant; failed to complete a Tactical Response Report; and engaged in conduct bringing discredit and disrepute to the Department. IPRA recommended a ten (10) day suspension for the accused member."
"1049270","The reporting party alleges during traffic stop the accused was rude and unprofessional in that he snatched the reporting party's wallet from his hand and ordered him from his vehicle. The reporting party also alleges upon his release from police custody he discovered his computer, clothing and other personal items that were in the rental vehicle he was driving were not inventoried or returned to him nor was his wallet containing his driver's license, identification and credit cards"
"1049578","The victim alleged that the accused interrogated him about a robbery. The victim alleged that he would not sign a statement and that the accused forcibly removed him from the room and dragged him to a holding cell. The victim alleged that the accused interrogated him about a robbery. The vitim alleged that he would not sign a statement accused grabbed him by the neck and choked him The victim alleged that the accused interrogated him about a robbery. The victim alleged that he would not sign a statement and that the accused threw him against a wall, causing him to fal to the floor and injure his head."
"1049597","The reporting party alleges that the accused officers """"planted” drugs on him which led to his arrest."
"1049712","The complainant states that she went into the District station to file a case report about her stolen credit card. The complainant alleges that the accused officer did not take her complaint. The complainant alleges that she returned later that afternoon and another accused officer took her information but when she tried to inform the accused officer that Apple Products had information that could possibly lead to an offender the accused officer raised her voice. The complainant alleges that the accused officer further remarked, """"Maybe your family stole your stuff.”"
"1049742","The reporting party/victim alleged that the accused did not conduct a proper investic~*~~ ~¢-- ==~ accident in which her son, 16 YOA, who was riding a micycie, was killed. The reporting party/victim alleged that no drug test was performed on the driver of the involved vehicle; that only a citation for improper lane usage was issued to the driver, and that the citation was issued 7 days after the accident; that the accused did not inform her that the ticket was issued until eight or nine days after the accident; that the accused have not appeared in Traffic Court case on that the accused did not inform e corporation counsel's office or state's attorney’s office that her son had died in the accident. The reporting party/victim alleged that the accused did not conduct a proper investigation of an auto accident in which her son, 6 YOA, who was riding a bicycle, was killed. The reporting party/victim alleged that no drug test was performed on the driver of the involved vehicle; that only a citation for improper lane usage was issued to the driver, and that the citation was issued 7 days after the accident; that the accused did not inform her that the ticket was issued until eight or nine days after the accident; that the accused have not appeared in Traffic Court on the case on nd that the accused did not inform the corporation counsel's office or state's attorney’s office that her son had died in the accident"
"1050583","The reporting party alleges that a known acquaintance convinced her to go inside of the gas station, at which time the drove away with her 5 month-old daughter in the backseat of the car. The reporting party alleges the Sergeant resnonded to her """"911"""" call and ordered to return to the scene with her daughter. The reporting party further alleges that the gave the Sergeant an unknown document, at which time he refused to order to return her daughter to her."
"1050765","The complainant alleges that she failed to receive police service after twice calling when relatives were engaged in a fight"
"1051747","The reporting party alleges that two Hispanic male uniformed officers, one possibly named """"Mendez""""; with possible star number """"16044"""" falsely arrested him for possession of cannabis. The reporting party alleges that the officers towed his personal vehicle without justification. The reporting party alleges that he recognized one of the officers from a previous complaint (1047967) and he is unable to provide the correct name and star number at this time. The reporting party alleges that he is being harassed for no apparent reason and that the same officer is retaliating against him for filing the previous complaint."
"1053174","The complainant states that the accused officer responded to a """"911"""" call about unruly passengers on a bus. The complainant alleges he offered assistance and the accused officer was rude and said “It was not his job to keep trespassers off of private property and SST needs to hire security guards.” The complainant alleges that while waiting for a train at """"Cermak Chinatown"""" the accused officer approached him in an attempt to intimidate him, while holding his baton and he reiterated that it was not his job to remove trespassers and he was just a citizen The complainant alleges that he went into the 009th District Station to file a complaint against the accused officer and """"Sergeant Quinn"""" told him that he had to go back to Chinatown and find the Sergeant, flag him down and provide him with the details of his complaint, to find out if he had a valid complaint"
"1054226","THE REPORTING PARTY STATES THAT HE WAS A PASSENGER IN HIS OWN VEHICLE AND THE ACCUSED OFFICERS STOPPED THE VEHICLE WITHOUT JUSTIFICATION. HE ALSO ALLEGES THAT THE ACCUSED OFFICERS PLANTED DRUGS ON THE DRIVER OF THE VEHICLE, \ AND IMPOUNDED THE VEHICLE WITHOUT JUSTIFICATION"
"1055413","The victim alleges that she informed the officer that she was sexually assaulted by a masseur (stuck his finger in her vagina) while receiving a massage. The victim alleges that the officer questioned her as to why she used a male and stated to her, “You kind of brought this upon yourself."""" The reporting party alleges that when the accused sergeant arrived on the scene, she was very biased,opinionated and prejudice in that, the accused sergeant stated, """"These black people are the only people in the world that has not prospered. My daughter has brain damage from when she was a child and she is a little handicap, but she has a job and has attended school. Blacks has the Affirmative Action behind them and do not take advantage of the program. The black men just get them pregnant and leave them.”"
"1055504","Reporting Party/Victim alleges she was falsely arrested and the accused member failed to nventory and return her property"
"1055891","It is reported that the reporting party was arrested on 08 June 2012 and placed in a cell at the 008th District Station male lock- up. While in his cell the accused entered the lock-up area, approched the reporting party inside his cell and stated, """"Stay away from my family."
"1056059","The complainant alleged that the accused officer searched her purse without justification and cited her for unsafely erossina train compartments. Citation"
"1056274","The reporting alleges that the accused discriminated against him due to his military status, in that he is in violation of the Uniformed Services Employment and Reemployment Rights Act."
"1056444","The reporting party alleg~ that tha accused falsely arrested her son, for possession of a weapon | he accused failed to conduct a thorough investigations in that he failed to take fingerprints to determine who actually was in possession of the gun"
"1056868","of discussing the informed him concern of the that when the of business, his staff on the premises and perpetrator his conversation. that the accused regarding unsupporting the officer's"
"1056903","The reporting party alleged that the accused officer stopped and searched him without justification. The reporting party alleged that the accused officer harassed him by telling him to """"shut the fuck up."
"1057665","The reporting rerb: eb-tt arByear- old daughter, was sexually abusea vy ner yranunuher's boyfriend The accused refused to allow her to be present when they questioned her daughter 6 year-old regarding the incident The accused refused to allow her to sign a complaint and failed to arrest the offender"
"1058337","refused to explain why The accused failed or return his gold"
"1058532","The complainat alleges the accused has been targeting her by issuing ner talse parking citations since January 2012 on her 2009 Dodge Durango and her daughters 1998 Mercury in retaliation for his girlfriend Marquetta Penny being evicted by The complainat alleges the accused has been targeting her by issuing her false parking citations since January 2012 on her 2009 Dodge Durango and her daughters 1998 Mercury in retaliation for his girlfriend Marquetta Penny being evicted by The complainai alleges the accused damaged her 2000 Dodge Durango vehicle by breaking into it on 16 Nov 2012,0300 hours. The complainant VIII alleges the accused damaged her 2000 Dodge Durango vehicle by breaking into it on 16 Nov 2012,0300 hours."
"1058770","he discovered that his phone in the found the phone several places by"
"1061361","The reporting party alleges that a black and white or Hispanic male uniformed officer; with possible star number """"13972"""" were tude and unprofessional towards him. The reporting party alleges that the officers handcuffed, questioned, detained and search him and his personal vehicle without justification. The reporting party alleges that the white or Hispanic male officer stated, """"Shut up, shut up, you can't drive your car, if you do, we will arrest you, he does not know how to shut his mouth, he has a smart mouth, we don't give a fuck that today is your birthday."""" DRIVING MARKED. SUV (ANOV ISSUED 0062634133 12)"
"1061888","The complainant alleges that the accused sergeant failed to provide him with adequate police services in that, the accused sergeant failed to adhere to his need of a stimulus cashier check that was sent to him through the US Postal Service for $950 00 and the cashier/teller informed him that tt did not have a valid seal to cash for him The complainant alleges that he informed the cashier/teller to return the check to him so that he could go to a bank or another currency exchange or return the check back to where he received it from The cashier/teller failed to do so and when he informed the accused sergeant, the accused sergeant failed to defuse the situation and informed the complainant to leave the establishment and now the complainant ts without his $950 00 money order"
"1062837","The complainant states that she was in Big J's food when an incident involving the store owner occured resulting in a possible injury to her foot. The complainant alleges that the accused officers refused to provide her with a police report and failed to take her account of the incident into consideration."
"1063457","‘The reporting party stated that he struck a parked car, at which time the accused officers followed him home It ts alleged that the accused officers handcuffed him and searched his vehicle without justification It ts further alleged that the accused officers failed to inventory or return his psychiatnic medication and his CDs Traffic Accident TRAFFIC CITATIONS striking a vehicle no valid insurance card"
"1063803","services regarding hose."
"1064433","THE REPORTING PARTY STATES THAT SHE WAS ATTACKE WITH A SHOVEL BY ANOTHER RESIDENT IN HER BUILDING AND THE POLICE WERE CALLED. SHE ALLEGES THAT THE ACCUSED OFFICER FAILED TO SPEAK WITH ANY WITNESSES, AND REFUSED TO GO TO THE OFFEDER'S APARTMENT TO ARREST HIM. SHE ALSO ALLEGES THAT THE ACCUSED OFFICER WROTE A FALSE POLICE REPORT AND LEFT OUT IMPORTANT INFORMATION."
"1064781","The reporting party alleged that the accused officers failed to provide him with police teport after he was battered outside of the location of incident"
"1066484","The reporting party alleged that the accused searched and damaged the interior of the vehicle of the victim, and failed to inventory or return the victim's $1400.00 ~"
"1067813","were missing. The that the accused failed to return property and and two cell party alleges that the without justification."
"1068036","In an incident involving three on-duty CPD Officers (Officer A, B, and C), a detention aide, and a Complainant, it was alleged in the 25th District Mens Lockup that Officer A, B, C and the detention aide failed to properly search the Complainant."
"1068324","In an incident involving Officers it was alleged that the Officers actions brought discredit upon the Department, failed to perform any duty, and disrespected Subject 1 by calling him a derogatory name."
"1068905","It is reported that the accused violated Rule #6 Disobedience of an order or directive, whether written or oral. It is reported that the accused was given a Direct Order on 15 April 2014 to report to Human Resources on 01 May 2014. It is reported that the accused failed to report as ordered on 01 May 2014 to Human Resources."
"1070051","The Reporting Party Victim alleges that accused failed to ask if the Reporting Party victim needed medical attention after being involved in a traffic accident under RD # HX"
"1070501","The complainant alleged that the accused entered her home without permission."
"1070915","had beaten her up on 07 threatened her on 10 also alleged that refused to provide their her request."
"1072208","In an incident involving an off-duty CPD Officer, an on- duty CPD Sergeant, and the Complainant/minor child, it was alleged that the Officer engaged in an unjustified physical altercation with the Complainant/minor child, repeatedly pushed the Complainant/minor child, threatened the Complainant/minor child with physical harm, and verbally abused the Complainant/minor child. Also, it was alleged that that Sergeant failed to initiate an investigation when the Complainant/minor childs parent informed her of the Officers alleged misconduct."
"1073198","The complainant alleges that she had a disturbance inside her place of business with an unknown subject and that when the accused officer arrived, he accused her of provoking the situation. The complainant further alleges that the responding officer failed to make a report for her or arrest the subject."
"1074072","The reporting party alleges that the accused racially profiled him because he is Black and falsely issued him an ANOV citation for smoking cigarettes on CTA property when he was not on CTA property. The reporting states that there were White people in the area also smoking but he was the only one who received a citation. The reporting party further alleges that the accused threatened to arrest him for no reason The reporting party alleges that the accused racially profiled him because he is Black and falsely issued him an ANOV citation for smoking cigarettes on CTA property when he was not on CTA property. The reporting states that there were White people in the area also smoking but he was the only one who received a citation. The reporting party further alleges that the accused threatened to arrest him for no reason"
"1074191","The complanant states that the accused sergeant met an unknown female on line The accused sergeant somehow obtained information that this female's children attend the complainant's grammar school (Chnistian Ebinger Elementary) and tried to extract information pertaining to the unknown female's children The complainant alleges that when she informed the accused that she would not disseminate that the information, the accused became verbally rude to her The complainant further alleges that because she did not comply with the accused sergeant's request, the accused sergeant went to the local school council and spoke with a member and informed him/her of alleged misconduct by her and still nsisted on obtaining information about the children The complainant states that the accused sergeant&#65533,s demands were still denied even after he spoke with someone from the school counsel"
"1074375","The reporting party/victim related that her daughter's boyfriend, whom the victim would not identify, left the victim's house through the back door to go to a store. The victim observed officers run into her back yard and then observed the accused officers in the """"wagon.” The victim alleged that the accused officers refused to provide their names upon her request. The victim further alleged that the driver officer was discourteous because he called her “belligerent,"""" wanted to know the name of her daughter's boyfriend and told her to """"get out of here."
"1085645","On June 15, 2017, at approximately 2:00 A.M., Chicago Police Officers A and were on routine patrol when they spotted Subject 1 (the complainant) walking northbound on Avenue at Boulevard. The Officers approached Subject 1 based on a description given by OEMC regarding a suspect in a battery. The Officers drove their vehicles up to the curb, stopped, and exited to question and detain Subject 1. Upon questioning Subject 1, the officers attempted to place him under arrest. During the arrest, assisting Officer deployed his Taser, striking Subject 1. Subject 1 alleges that the force used was excessive."
"1086830","In CPD Arrest Report for Subject 1 under CB 19538374, Officers A and documented that upon their arrival at Loomis Boulevard they observed a black female with visible injures to her neck receiving medical treatment from CFD EMS Ambulance XX. Furthermore, Officers A and detail that the same injured black female advised that Subject 1 had caused the scratches to her neck. Finally, Officers A and arrested Subject 1 based on signed a complaint that Subject 1 had committed a simple battery on the injured black female. (Att. 2.) In an Interview with COPA on September 22, 2017, Subject 1 alleged that she was falsely arrested for simple battery. Subject 1 also admitted that she scratched a black female in the neck during a physical altercation at or near the Food Mart located at S. Loomis Boulevard, Chicago, IL (Att. 10.) In an Interview with COPA, on September 22, 2017, juvenile Civilian 1 stated that she observed her mother, Subject 1, ?choke? a black female during a physical altercation at or near the Food Mart, located at S. Loomis Boulevard, Chicago, IL (Att. 15.)"
"1021152","On 26 October 2008, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident occurring in the 16th District, on October 26, 2008. It was alleged that an on-duty Chicago Police Department officer verbally abused with national origin biased language and disrespectful comments to two victims who did not speak English, who needed her assistance, and brought discredit on the Chicago Police Department based on her overall conduct in the public view of OHare Airport while she was in full Chicago Police Department uniform. Based on statements from witnesses, IPRA recommended to SUSTAIN the allegation that the accused verbally abused with national origin biased language and disrespectful comments to two victims who did not speak English and who needed her assistance. Further, based on statements from witnesses, IPRA recommended to SUSTAIN the allegation that the accused brought discredit on the Chicago Police Department based on her overall conduct in the public view of OHare Airport and while she was in full Chicago Police Department uniform. IPRA recommended a ten (10) day suspension for the accused officer."
"1043164","On February 7, 2011, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that occurred on February 7, 2011 in the 15th District involving an on-duty Chicago Police Department (CPD) Officer. It was alleged that the accused Officer was inattentive to duty in that he discharged his weapon twice. Based upon a mediation, the accused Sergeant agreed to accept IPRAs finding of SUSTAINED and a Violation Noted."
"1049474","The complainant states she called """"911"""" concerning a robbery. The complainant alleges that the accused officer did not provide police service in that they did not provide a case report and did not search the area for an offender."
"1051415","The complainant alleges that while he was observing an incident, the accused officer detained and questioned him without justification"
"1051836","THE REPORTING PARTY STATES THAT HE WAS INVOLVED IN A DISPUTE WITH HIS EX-GIRLFRIEND AND HE CALLED THE POLICE. THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICERS REFUSED TO ASSIST HIM AND REFERRED TO HIM AS A""""LOSER."
"1052047","The reporting party alleges that the accused officer failed to return or inventory the keys to her vehicle when it was impounded."
"1052101","The complainant stated that the accused wrote the witness several traffic citations. The complainant alleged that the accused repeatedly directed profanity at him."
"1052409","The reporting party alleges that the accused stopped him without justificaiton. He questioned the officer why he stopped him and the officer responded, """"because | felt like it."""" The accused failed to give his name and star number upon request."
"1052761","The plaintiff alleges that the accused arrested him for possession of a handgun without legal justification or probable cause. The plaintiff alleges that the accused arrested him for possession of a handgun without legal justification or probable cause. The plaintiff alleges that the accused arrested him for possession of a handgun without legal justification or probable cause. The plaintiff alleges that the accused arrested him for possession of a handgun without legal justification or probable cause."
"1053012","The reporting party alleged that he went to the 024th District to complain about a citation he received on 26 Mar 2012, at which time the accused was rude and unprofessional in that she refused to write down her first name and Star number. The accused refused to allow him to speak with a Supervisor."
"1053845","The complainant alleges that the accused officer failed to follow-up with him and failed to conduct a thorough investigation. Case Report: RD#"
"1054440","The complainant stated that as involved in an altercation with his neighbors. The complainant alleged that he and and the victims telephoned 911 eleven times but the police officers never responded The complainant alleged that the accused failed to arrest the offenders or provide the victims with a police report."
"1057505","party alleges that (1)White Hispanic male casually dressed an unmarked vehicle stopped him for no reason and him inappropriately in the groin"
"1058203","The victim states that his constitutional rights were violated by CPD for falsely arresting him and fabricating evidence against him."
"1058618","The complainant alleged that unknown officers “falsely arrested"""" and """"planted"""" narcotics on her boyfriend (victim) that did not belong to him."
"1061005","The complainant alleged that the accused officer failed to inventory or returns his personal items. The complainant alleged that the accused officer failed to inventory or return his personal items."
"1063407","It is reported that the accused officer failed to obey a direct order that had been issued at 0407 hours on 05 Jul 2013 in that he reported for duty without the required equipment belt."
"1063584","It is alleged that the accused officer failed to provide documentation to the Human Resource Division demonstrating compliance as specified in Employee Resource Order EO1-07 in accordance with specified time frames."
"1063912","investigate her her neighbor."
"1067185","THE REPORTING PARTY ALLEGES THAT DURING HIS ARREST THE ACCUSED OFFICER FAILED TO SECURE THE KEYS TO HIS VEHICLE."
"1067878","she is black."
"1068578","The reporting party alleges that he called the accused regarding the status of his case he reporting party alleges that the accused failed to conduct a thorough investigation and he refused to speak with him regarding the status of his case. The reporting party alleges that he requested to view the video of the incident in order to assist in the investigation and the accused stated in a nonchalant manner, """"How can you look at the video showing you getting your ass stomped out, you can consider this case closed."
"1074940","The complainant alleges that a male white uniformed officer failed to file a traffic accident report on his behalf."
"1085778","On July 1, 2017 Sergeant _from Unit - called the Independent Police Review Authority and registered a complaint on behalf of the complainant, against her estranged husband, Officer _Ms. _alleged that Officer - pushed their son, _causing him to strike his head against a wall. On October 17, 2017, during an interview with COPA, Officer _provided a statement denying his physical contact with _and provided COPA with a report regarding his conversation with Detective _on July 1, 2017 with respect to the allegations related to his physical contact with investigated whether the statements Officer _provided were false."
"1089129","Complainant, Subject 1, alleged he was unlawfully arrested by Chicago police officers after calling 911 to report a domestic altercation with Civilian 1. Subject 1 was arrested on a signed complaint for domestic battery."
"1007971","On July 29, 2007, a complaint was registered with the Independent Police Review Authority (IPRA f/k/a the Office of Professional Standards), regarding an incident occurring in the 8th District, on July 29, 2007 involving an off-duty Chicago Police Department Officer (Officer A) and on-duty Sergeant (Sergeant B). It was alleged that Officer A engaged in a verbal altercation with the complainants; directed profanities at the complainants; and pointed his weapon at the complainants without justification. In addition, it was alleged that Sergeant B failed to register the complaint on behalf of the complainants. Based on statements from the accused members, complainant and witness, reports, and audio transmissions, IPRA recommended to SUSTAIN the allegations that the accused officer engaged in a verbal altercation with the complainants and pointed his weapon at the complainants without justification. Further, IPRA recommended to NOT SUSTAIN the allegation that Officer A directed profanities at the complainants. IPRA recommended to SUSTAIN the allegation that Sergeant B failed to register the complaint on behalf of the complainants. IPRA recommended a ten (10) day suspension for Officer A and a violation noted for Sergeant B."
"1009954","On October 8, 2007, a complaint was registered with the Independent Police Review Authority (IPRA) regarding an incident that occurred on October 8, 2007 in the 16th District with subsequent incidents continuing through April 2008. It was alleged that a Chicago Police Department (CPD) officer used departmental resources to access Complainant As personal information; used departmental resources to access Complainant Bs personal information; verbally maltreated Complainant B in October 2007 regarding her involvement with Complainant A; verbally maltreated Complainant B while seated in court during a pre-trial hearing on an unknown date; verbally maltreated Complainant B while at a hospital in March 2008; verbally maltreated Complainant B in April 2008 regarding her statement at IPRA; and verbally maltreated Complainant B in April 2008 regarding an alleged accident involving Complainant B. Based upon statements by the accused officer, complainant, witness, department reports, and medical and CPD department records, IPRA recommended to SUSTAIN the allegations that the accused officer used departmental resources to access Complainant As personal information; used departmental resources to access Complainant Bs personal information; verbally maltreated Complainant B in October 2007 regarding her involvement with Complainant A; verbally maltreated Complainant B while seated in court during a pre-trial hearing on an unknown date; verbally maltreated Complainant B while at a hospital in March 2008; verbally maltreated Complainant B in April 2008 regarding her statement at IPRA; and verbally maltreated Complainant B in April 2008 regarding an alleged accident involving Complainant B. IPRA recommended a twenty (20) day suspension for the accused officer."
"1047619","On August 11, 2011, a complaint was registered with the Independent Police Review Authority (IPRA) regarding an August 10, 2011 domestic incident involving an off-duty Officer in the 22nd District. It was alleged that the accused Officer made telephone calls to the Victim and stated words to the effect of """"I'll be coming back. She made one mistake, she didn't take my guns,"""" resulting in the accused Officers arrest for harassment by telephone; having been served with notice of Order Protection, the accused Officer intentionally committed an act prohibited in the order resulting in his arrest for violation of order of protection; was intoxicated; and operated a motor vehicle while under the influence of alcohol. It is further alleged that on or after August 10, 2011, the accused Officer failed to notify the Chicago Police Department that he had been served with an Order of Protection; on unspecified dates and times, the accused Officer verbally abused and threatened members of his household; left numerous vulgar and threatening messages on the Victims voicemail; attempted to push the Victim down the stairs; and struck the Victim on the back with a pot. It is also alleged that on September 22, 2011, the accused Officer entered a plea of guilty and was subsequently found guilty of telephone harassment. During mediation, the accused Officer agreed to accept IPRAs finding of SUSTAINED for the allegations of making telephone calls to the Victim and stated words to the effect of """"I'll be coming back. She made one mistake, she didn't take my guns,"""" resulting in the accused Officers arrest for harassment by telephone; having been served with notice of Order Protection, the accused Officer intentionally committed an act prohibited in the order resulting in his arrest for violation of order of protection; intoxication; operating a motor vehicle while under the influence of alcohol; and being found guilty of telephone harassment. The accused Officer accepted a Violation Noted."
"1049484","punched Mr. Eisenach in the face knocking him unconscious."
"1051038","The reporting party alleged that during his arrest, the accused failed to inventory or return his lllinois state identification card, a coat, cellular phone, house keys and $125.00 in U.S.C. The officers also failed to inventory or return six Zest soap, three packs of double A batteries and three bottles of prenatal vitamins."
"1051768","THE REPORTING PARTY STATES THAT HE WAS THREATENED AND HE CALLED FOR POLICE ASSISTANCE. HE ALLEGES THAT THE ACCUSED OFFICERS FAILED TO ASSIST HIM."
"1053135","alleged that when he exited the residence in response to hearing a police siren outdoors, Officer Schur met him and threw gum that had been chewed in window, stating that he did it to get :ttention because his music was too loud. When protested Officer Schur's actions, “Urticer Fahey"""", who witnessed the incident, responded by asking what else was Schur supposed to ao."
"1053315","The reporting party alleges that an unknown white and black male plainclothes officers stopped him as he walked down the street and searched him without justification and took $318.00 U.S.C. from his person which was inventoried."
"1055437","The reporting party alleges that she was assaulted by her mother's boyfriend and when she called the police the responding officer(s) failed to arrest the offender, who was still on the scene."
"1056061","The complainant alleged that the officers who responded to a 911 call were unprofessional in that they did not objectively investigate an altercation involving family members that resulted in injury and hospitalization of the victim."
"1056937","The reporting party alleges that a white male uniformed officer, with possible star number, """"14419"""", provided erroneous information regarding the status of her lllinois driver's license, in that he stated it was suspended. The reporting party alleges that the officer took her license in lieu of her bond card (Advantage Auto Club), in that he failed to look at it when she provided it. The reporting party alleges that the officer stated, """"I have your license, your license is suspended, I'm not taking your bond card, | should tow your car, but I'm going to give you these two tickets"""". The reporting party states that there are cameras located on the outside of her place of residence."
"1057365","other accused officer searched his vehicle without justification."
"1058653","The complainant alleged that the accused officer engaged in an unjustified altercation with his duty partner. The complainant alleged that the accused officer engaged in an unjustified altercation with her duty partner."
"1058816","The reporting party alleged that the accused officer, with whom he lived for seven years, used his social security number on her income taxes and claimed him as a dependent"
"1059218","THE THAT THE REFUSED TO POLICE REPORT."
"1060969","The complainant alleged that the accused officer drew this weapon, handcuffed him, searched his vehicle, asked if he was """"a fucking retard"""" and threatened to arrest him without justification. The complainant alleged that the accused officer drew this weapon, handcuffed him, searched his vehicle, asked if he was """"a fucking retard"""" and threatened to arrest him without justification."
"1061279","amount $ 200.00"
"1061581","regarding her stated that she the officer."
"1061670","The complainant alleges that during a street stop, the accused officer slammed his head off a car."
"1061705","The complainant alleged that the accused officer searched his vehicle without justification and failed to inventory or return his insurance card."
"1062489","It is alleged that the accused Sergeants went to the home of the complainant and stated that one of their family members’ cell phones was missing and the phone had been tracked to that residence. The complainant stated she knew nothing about a cell phone but called her brother-in-law, who was not at home, and asked him. The brother-in-law claimed no knowledge. The sergeants then requested to search the brother-in-law's bedroom and the complainant did not allow them to. At that time, the sergeants began threatening her, stating,""""They were done being nice and that when the building inspectors started arriving at the residence and her neighbors began receiving parking tickets then she could explain to them why.” The sergeants left and sat in their marked squad car. The complainant called her boyfriend, Mr. who approached the sergeant's vehicle and asked for a case report number regarding the missing cell phone. The sergeants refused to answer any of his questions, refused to identify themselves and drove away. It is alleged that the accused Sergeants went to the home of the complainant and stated that one of their family members’ cell phones was missing and the phone had been tracked to that residence. The complainant stated she knew nothing about a cell phone but called her brother-in-law, who was not at home, and asked him. The brother-in-law claimed no knowledge. The sergeants then requested to search the brother-in-law's bedroom and the complainant did not allow them to. At that time, the sergeants began threatening her, stating,""""They were done being nice and that when the building inspectors started arriving at the residence and her neighbors began receiving parking tickets then she could explain to them why.” The sergeants left and sat in their marked squad car. The complainant called her boyfriend, Mr. who approached the sergeant's vehicle and asked for a case report number regarding the missing cell phone. The sergeants refused to answer any of his questions, refused to identify themselves and drove away. Page 1 of 3 CPD 0181731"
"1063006","THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICERS FALSELY ARRESTED HIM, TOOK HIS PHONE AND FAILED TO RETURN SAME."
"1063529","that the accused failed to indebtedness to the City of accused failed to provide debt to the human and administration which section E01-07, section IV-A- that the accused violated he was disobedient of a direct and orally. It is reported that his debt in full but he proof of this payment to in a timely manner. It is the accused provided copies debt to responding Sergeant who had witnessed the send the documents via inner Human Resources in said as requested."
"1067932","THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER ISSUED HIM A CITATION WITHOUT JUSTIFICATION, HE ALSO ALLEGES THAT THE ACCUSED OFFICER INAPPROPRIATELY SEARCHED HIM, IN THAT HE ORDERED. HIM TO PULL HIS UNDERWEAR DOWN AND HE HANDCUFFED HIM TOO: TIGHTLY. RIDING BICYCLE ON SIDEWALK: P004183051 15 THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER INAPPROPRIATELY SEARCHED HIM, IN THAT HE ORDERED HIM TO PULL HIS UNDERWEAR DOWN AND HE HANDCUFFED HIM TOO TIGHTLY."
"1069136","In an incident involving Officers A and B, it was alleged that Officer A and B handcuffed Subject 1, placed him into the back of their unmarked vehicle, and drove Subject 1 four miles away. Then, the Officers removed Subject 1 from the back of the vehicle and drove away."
