"crid","summary","home_invasions"
"1076573","On August 6, 2015, at approximately 9:00 pm, at W. Cortland, Subject 1 and his partner, Subject 2, were inside Subject 2?s residence when Officer A, Officer B, Officer C, and Officer entered the residence and arrested Subject 1 and Subject 2. Prior to their arrests, Subject 1 and Subject 2 were involved in an incident at a local convenience store. The store clerk, Civilian 1, refused to sell Subject 2 cigarettes without identification.2 Following Civilian 1?s refusal to sell Subject 2 cigarettes, Subject 2 got into a physical altercation with the store clerk and then both Subject 2 and Subject 1 damaged property inside the store. Subject 1 alleged that his arrest was without justification, and while inside the residence, Officer grabbed Subject 1 and pushed him against the wall. It was further alleged that an unidentified officer damaged Subject 1?s cell phone by slamming it against the kitchen counter. After being placed under arrest, Subject 1 and Subject 2 were transported to the District Station where an unidentified officer called Subject 1 a ?faggot? and repeatedly turned the lights of the processing room occupied by Subject 1 off and on. The Civilian Office of Police Accountability investigated Subject 1?s allegations and determined there was insufficient evidence to prove or disprove the allegation that Subject 1 was arrested without justification. Additionally, COPA determined there was insufficient evidence to prove or disprove the allegations that Officer grabbed Subject 1 and pushed him against a wall; that an unidentified officer damaged Subject 1?s cell phone; and that an unidentified officer called Subject 1 a ?faggot? and repeatedly turned the lights of a processing room occupied by Subject 1 off and on. Accordingly, all the allegations are not sustained.","1"
"1058087","The reporting party alleged that the accused officers harassed him, handcuffed him and entered and searched his residence without justification","1"
"312270","On April 12, 2006, a complaint was registered with the Independent Police Review Authority (IPRA f/k/a the Office of Professional Standards), regarding an incident that occurred on April 12, 2006 in the 24th District. It was alleged that an off-duty Chicago Police Department (CPD) officer engaged in an unjustified physical altercation; was in possession of a firearm while impaired; and made a false statement to IPRA. Based upon statements by the accused member, complainant and witnesses, photographs, OEMC transmissions, and reports, IPRA recommended a finding of NOT SUSTAINED for allegations that the officer possessed a firearm while impaired. Further, IPRA recommended to SUSTAIN allegations that the officer engaged in an unjustified physical altercation and made a false statement to IPRA. IPRA recommended a thirty (30) day suspension for the accused officer.","0"
"1058767","In an incident involving an off-duty CPD Officer and a Complainant, it was alleged that Officer engaged in a physical and verbal altercation with the Complainant, bit Complainants arm, and several counts of failing to secure his firearm, including when the Complainant retrieved his firearm from an unlocked motorcycle compartment, when the Complainant attempted to hide his firearm, and when a witness retrieved the firearm from the ground during the altercation between the Officer and Complainant.","0"
"1061426","It is alleged that the accused owes $200 to the Department of Revenue.","0"
"1058239","It is reported that the accused officers were inattentative to duty in that, they failed to prepare a case report documenting the significant injuries of the two victims, and failed to secure medical assistance for both victims. It is reported that the accused officers were inattentative to duty in that, they failed to prepare a case report documenting the significant injuries of the two victims, and failed to secure medical assistance for both victims.","0"
"1058955","The complainant alleges that the accused officer refused to provide her with police report and provided her neighbor with her personal information without her consent. The complainant states that she was. involved in a traffic incident with her neighbor on 09 December 2012. The complainant alleges that that the accused officer that responded to the call tefused to provide her with a police report and told her to let her neighbor go and file the report. The complainant states that her neighbor wanted to file charges against her and the accused officer told her in order to avoid jail time, you would have to press charges against him. The complainant alleges that on 10 December 2012, she went into the 24th District Station to file a report and the accused officer refused to provide her with a police report again. The complainant alleges that later that evening, Officer Dvignan, contacted her from the 24th District Station and informed her that her neighbor was there to file a police report and needed to verify that her information was correct. The complainant alleges that one of the accused officers provided her neighbor with her personal information without her consent. Reference: RD-","0"
"1056669","The reporting party, who did not witness the incident, alleges that several unknown officers entered her home without a warrant or permission.","1"
"1055483","The complainant alleges that the accused officers arrested him without justification. The complainant alleges that the accused officers searched his residence without justification. The complainant alleges that the accused officers arrested him without justification. The complainant alleges that the accused officers searched his residence without justification. The complainant alleges that the accused officers arrested him without justification. The complainant alleges that the accused officers searched his residence without justification. The complainant alleges that the accused officers arrested him without justification. The complainant alleges that the accused officers searched his residence without justification. The complainant alleges that the accused officers arrested him without justification. The complainant alleges that the accused officers searched his residence without justification. The complainant alleges that the accused officers arrested him without justification. The complainant alleges that the accused officers searched his residence without justification. The complainant alleges that the accused officers arrested him without justification. The complainant alleges that the accused officers searched his residence without justification. The complainant alleges that the accused officers arrested him without justification. The complainant alleges that the accused officers searched his residence without justification.","1"
"1068673","The complainant alleges that during the execution of a search warrant, several unknown white and Hispanic plainclothes officers entered her home without permission and falsely arrested the victim.","1"
"1041451","In an incident involving two on-duty CPD Officers (Officer A and Complainant/Officer B), it was alleged that Officer A directed profanities and/or derogatory remarks via telephone conversation and text messages to the Complainant/Officer B. It was further alleged that Officer A threatened the Complainant/Officer B via text messages and misused departmental equipment to direct profanities and/or derogatory statements towards the Complainant/ Officer B.","0"
"1062008","under walking in the traffic.","0"
"1049299","The reporting party alleges that the accused entered, searched and ransacked her residence without justification. The reporting party further alleges that the accused was derespectful towards her mom in that they ordered her to sign a consent to search form. The reporting party allegs that the accused falsely arrested her nephew,","1"
"1055105","The complainant alleges that the accused officer was rude and yelled and used profane language towards him. The complainant alleges that the accused officer handcuffed him without justification. The complainant alleges that the accused officer was rude and yelled and used profane language towards him. The complainant alleges that the accused officer handcuffed him without justification. The complainant alleges that the accused officer was rude and yelled and used profane language towards him. The complainant alleges that the accused officer handcuffed him without justification. The complainant alleges that the accused officer was rude and yelled and used profane language towards him. The complainant alleges that the accused officer handcuffed him without justification. The complainant alleges that the accused officer was rude and yelled and used profane language towards him. The complainant alleges that the accused officer handcuffed him without justification. The complainant alleges that the accused officer grabbed his arms and searched him without justification. The complainant alleges that the accused officer pointed his weapon at him and his. a","0"
"1056213","The reporting party alleges that the accused, who is assigned to his case (HV- Aggravated Assault), was rude and unprofessional and purposely intimidated him, in that he threatened to arrest him for filing a false police report. The reporting party alleges that the accused stated, """"You filed a false police report, | will lock you up, you got arrested for filing a false police report, she didn't hit you with a bat, | don't see any scratched on you, I'm going to talk to the female and see what she has to say"""" The reporting party further alleges that accused failed to allow him to sign the affidavit regarding his case.","0"
"1059548","The reporting party alleged that the accused executed a search warrant for her apartment. However, the name on the search warrant was a former tenant who lived on the first floor.","1"
"1064449","The reporting party alleged that the accused officer failed to properly secure the subject, allowing the subject to jump out of the squad car and escape.","0"
"1074158","Confidential","0"
"1023617","On February 4, 2009, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that occurred in the 2nd District on February 4, 2009 involving one on-duty Chicago Police Department (CPD) Sergeant (Sergeant A) and seven on-duty CPD Officers (Officers B through H). It was alleged that Sergeant A conducted an improper search; used improper force against Victim A; used improper force against Victim B; used improper force against Victim C; used improper force against Victim D; used improper force against Victim E; directed profanities at Victim A; directed profanities at Victim D; unnecessarily displayed a weapon; threatened to arrest Victim A without basis; engaged in improper verbal action against Victim A; submitted a false report; made a false statement to IPRA; disobeyed two Department Special Orders regarding searching premises; and that his overall actions were contrary to the stated policy, goals, rules, regulations, orders and directives of the Department. It was alleged that Officer B conducted an improper search; used improper force against Victim A; used improper force against Victim B; used improper force against Victim C; used improper force against Victim D; used improper force against Victim E; directed profanities at Victim A; directed profanities at Victim D; unnecessarily pointed a weapon at Victim A; unnecessarily pointed a weapon at Victim B; unnecessarily pointed a weapon at Victim C; unnecessarily pointed a weapon at Victim D; unnecessarily pointed a weapon at Victim E; threatened to arrest Victim A without basis; engaged in improper verbal action against Victim A; submitted a false report; made a false statement to IPRA; and disobeyed two Department Special Orders regarding searching premises. It was alleged that Officer C and G conducted an improper search; used improper force against Victim A; used improper force against Victim B; used improper force against Victim C; used improper force against Victim D; used improper force against Victim E; directed profanities at Victim A; directed profanities at Victim D; unnecessarily displayed a weapon; threatened to arrest Victim A without basis; engaged in improper verbal action against Victim A; submitted a false report; and made a false statement to IPRA. It was alleged that Officer D and Officer F conducted an improper search; used improper force against Victim A; used improper force against Victim B; used improper force against Victim C; used improper force against Victim D; used improper force against Victim E; directed profanities at Victim A; directed profanities at Victim D; unnecessarily pointed a weapon at Victim A; unnecessarily pointed a weapon at Victim B; unnecessarily pointed a weapon at Victim C; unnecessarily pointed a weapon at Victim D; unnecessarily pointed a weapon at Victim E; threatened to arrest Victim A without basis; engaged in improper verbal action against Victim A; and made a false statement to IPRA. It was alleged that Officer E conducted an improper search; used improper force against Victim A; used improper force against Victim B; used improper force against Victim C; used improper force against Victim D; used improper force against Victim E; directed profanities at Victim A; directed profanities at Victim D; unnecessarily pointed a weapon at Victim A; unnecessarily pointed a weapon at Victim B; unnecessarily pointed a weapon at Victim C; unnecessarily pointed a weapon at Victim D; unnecessarily pointed a weapon at Victim E; threatened to arrest Victim A without basis; engaged in improper verbal action against Victim A; submitted a false report; and made a false statement to IPRA. It was alleged that Officer H conducted an improper search; used improper force against Victim A; used improper force against Victim B; used improper force against Victim C; used improper force against Victim D; used improper force against Victim E; directed profanities at Victim A; directed profanities at Victim D; unnecessarily pointed a weapon at Victim A; unnecessarily pointed a weapon at Victim B; unnecessarily pointed a weapon at Victim C; unnecessarily pointed a weapon at Victim D; unnecessarily pointed a weapon at Victim E; threatened to arrest Victim A without basis; and engaged in improper verbal action against Victim A. IPRAs investigation consisted of statements by the accused members, complainants and witnesses, court records, audio transmissions, GPS records, police reports and records. IPRA recommended a finding of UNFOUNDED for the allegations that Sergeant A conducted an improper search; used improper force against Victim A; used improper force against Victim B; used improper force against Victim C; used improper force against Victim D; used improper force against Victim E; directed profanities at Victim A; directed profanities at Victim D; unnecessarily displayed a weapon; threatened to arrest Victim A without basis; and engaged in improper verbal action against Victim A. IPRA recommended to SUSTAIN the allegations that Sergeant A submitted a false report; made a false statement to IPRA; disobeyed two Department Special Orders regarding searching premises; and that his overall actions were contrary to the stated policy, goals, rules, regulations, orders and directives of the Department. IPRA recommended a finding of UNFOUNDED for the allegations that Officer B used improper force against Victim A and used improper force against Victim C. IPRA recommended a finding of NOT SUSTAINED for the allegation that Officer B used improper force against Victim E. IPRA recommended to SUSTAIN allegations that Officer B conducted an improper search; used improper force against Victim B; used improper force against Victim D; directed profanities at Victim A; directed profanities at Victim D; unnecessarily pointed a weapon at Victim A; unnecessarily pointed a weapon at Victim B; unnecessarily pointed a weapon at Victim C; unnecessarily pointed a weapon at Victim D; unnecessarily pointed a weapon at Victim E; threatened to arrest Victim A without basis; engaged in improper verbal action against Victim A; submitted a false report; made a false statement to IPRA; and disobeyed two Department Special Orders regarding searching premises. IPRA recommended to SUSTAIN allegations that Officer C conducted an improper search and made a false statement to IPRA. IPRA recommended a finding of UNFOUNDED for the allegations that Officer C used improper force against Victim A; used improper force against Victim B; used improper force against Victim C; used improper force against Victim D; used improper force against Victim E; directed profanities at Victim A; directed profanities at Victim D; unnecessarily displayed a weapon; threatened to arrest Victim A without basis; engaged in improper verbal action against Victim A; and submitted a false report. IPRA recommended to SUSTAIN allegations that Officer D conducted an improper search and made a false statement to IPRA. IPRA recommended a finding of UNFOUNDED for the allegations that Officer D used improper force against Victim A; used improper force against Victim B; used improper force against Victim C; used improper force against Victim D; directed profanities at Victim A; directed profanities at Victim D; unnecessarily pointed a weapon at Victim A; unnecessarily pointed a weapon at Victim B; unnecessarily pointed a weapon at Victim C; unnecessarily pointed a weapon at Victim D; unnecessarily pointed a weapon at Victim E; threatened to arrest Victim A without basis; and engaged in improper verbal action against Victim A. IPRA recommended a finding of NOT SUSTAINED for the allegation that Officer D used improper force against Victim E. IPRA recommended to SUSTAIN allegations that Officer E conducted an improper search; submitted a false report; and made a false statement to IPRA. IPRA recommended a finding of UNFOUNDED for the allegations that Officer E used improper force against Victim A; used improper force against Victim B; used improper force against Victim C; used improper force against Victim D; used improper force against Victim E; directed profanities at Victim A; directed profanities at Victim D; unnecessarily pointed a weapon at Victim A; unnecessarily pointed a weapon at Victim B; unnecessarily pointed a weapon at Victim C; unnecessarily pointed a weapon at Victim D; unnecessarily pointed a weapon at Victim E; threatened to arrest Victim A without basis; and engaged in improper verbal action against Victim A. IPRA recommended to SUSTAIN allegations that Officer F conducted an improper search and made a false statement to IPRA. IPRA recommended a finding of UNFOUNDED for the allegations that Officer F used improper force against Victim A; used improper force against Victim B; used improper force against Victim C; used improper force against Victim D; used improper force against Victim E; directed profanities at Victim A; directed profanities at Victim D; unnecessarily pointed a weapon at Victim A; unnecessarily pointed a weapon at Victim B; unnecessarily pointed a weapon at Victim C; unnecessarily pointed a weapon at Victim D; unnecessarily pointed a weapon at Victim E; threatened to arrest Victim A without basis; and engaged in improper verbal action against Victim A. IPRA recommended to SUSTAIN allegations that Officer G conducted an improper search; used improper force against Victim C; unnecessarily displayed a weapon; threatened to arrest Victim A without basis; engaged in improper verbal action against Victim A; submitted a false report; and made a false statement to IPRA. IPRA recommended a finding of UNFOUNDED for the allegations that Officer G used improper force against Victim A; used improper force against Victim B; used improper force against Victim D; used improper force against Victim E; directed profanities at Victim A; and directed profanities at Victim D. IPRA recommended a finding of UNFOUNDED for all allegations against Officer H. IPRA recommended separation from the department for Sergeant A and Officers B, C, D, E, F, and G.","1"
"1066542","passengers resulting The reporting party uniformed officer to assist her and report. The that the officer of paper with an ritten on it. The that she had Police Records dates and times and the records personnel the traffic accident","0"
"1062161","The victims alleges that their residence was illegally searched without a warrant.","1"
"1063014","Itis alleged by Sergeant Timothy Wolf #1333 that Sergeant Ray Ramirez #976 received a written order, Notice of Indebtedness form referencing Employee Resource Order on 21 MAY 13 and failed to come into compliance within 30 days ot being notified of his indebtedness to the City of Chicago.","0"
"1057967","The complainant alleged that the accused officers entered her residence and searched it without a warrant or permission. The complainant alleged that the accused officers have entered and searched her residence without a warrant or permission on previous occassions approximately three months ago.","1"
"1056012","The reporting party alleges that the arresting officers falsely arrested the victim(grandson)regarding an attempt robbery. The reporting party alleges that she was able to speak with the citizen who allegedly accused the victim and was informed by the citizen that he never participated in selecting the victim as an offender and neither were there papers signed by the","0"
"1056165","a ting from the residence and failed to inventory or return the ring It is further alleged by the complainant that, the accused officers removed","1"
"1052512","The reporting party witness alleges that he and family members called the police regarding the landlord allowing a Cook County Sheriff, into the victim&#8217;s, place of residence for no apparent reason. The reporting party alleges that several uniformed officers failed to listen to the victims' side of the story, in that they failed to arrest the subject, who had fled from the apartment, when the officers arrived on the scene. The reporting party alleges that the officers failed to arrest the subject, who was still on the scene. The reporting party further alleges that the officers stated, """"We will handle it, hed#8217;s a Cook County Sheriff.8#8221;","1"
"1062369","uniformed officers refused to of the story. The reporting two male white uniformed arrested him for battery. The alleges that he requested for pain in his left reporting party alleges that rude and unprofessional the fuck up, you're not","0"
"1049208","The reporting party stated that the accused entered her place of business and arrested an unknown male/black for selling illegal dvds. The renortina partv alleges that the victim, mmented on the arrest, accused grabbed the ba car seat which causeu i wian uin i @ble. The     reporting party further alleges that the accused failed to give his name and star number upon request.","0"
"1049889","The complainant alleged that her uncle, PO Paul Major, engaged her ina verbal altercation during which he slammed her to the floor, placed his knees on her chest and bangged her head to the floor.","0"
"1017419","On June 16, 2008, a complaint was registered with the Independent Police Review Authority (IPRA), regarding multiple incidents that started on June 2008 involving one off-duty Chicago Police Department (CPD) Officer (Officer A) and one on-duty CPD Sergeant (Sergeant B). It was alleged that Officer A verbally abused complainant; physically maltreated complainant; threatened to shoot complainant; displayed his weapon without justification; engaged in conduct by his overall actions which brought discredit upon the Department; engaged in conduct which brought discredit upon the Department by his overall actions when he encountered the complainant by chance a month after the initial incident; engaged in conduct which brought discredit upon the Department when he had contact with a witness to a Complaint Register investigation; engaged in conduct which brought discredit upon the Department when he drove past a witnesss home; and provided false statements to IPRA. It was alleged that Sergeant B failed to initiate a complete and comprehensive investigation relative to the allegations of misconduct against a Department member; failed to obtain a Complaint Register number after bring made aware of allegations of misconduct against a Department member; and provided a false statements to IPRA. Based upon statements made by the accused members, complainant and witnesses, OEMC transmissions, photographs and reports, IPRA recommended to SUSTAIN the allegations that Officer A verbally abused complainant; physically maltreated complainant; threatened to shoot complainant; displayed his weapon without justification; engaged in conduct by his overall actions which brought discredit upon the Department; engaged in conduct which brought discredit upon the Department by his overall actions when he encountered the complainant by chance a month after the initial incident; engaged in conduct which brought discredit upon the Department when he had contact with a witness to a Complaint Register investigation; and provided false statements to IPRA. IPRA recommended a finding of UNFOUNDED for the allegation that Officer A engaged in conduct which brought discredit upon the Department when he drove past a witnesss home. Further, IPRA recommended to SUSTAIN the allegations that Sergeant B failed to initiate a complete and comprehensive investigation relative to the allegations of misconduct against a Department member; failed to obtain a Complaint Register number after bring made aware of allegations of misconduct against a Department member; and provided a false statements to IPRA. IPRA recommended separation from the department for Officer A and a thirty (30) day suspension for Sergeant B.","0"
"1057081","‘The reporting party alleged that the accused responded to a domestic altercation between him and his Uncle, at which time they handcuffed him, took his car keys and searched his car without permission. One of the officers damaged his glove compartment.","0"
"1063754","The complainant alleged that the accused officer entered his girlfriends apartment without a warrant or permission and searched the premises without justification.","1"
"1067434","The reporting party, lleges that on 10 February 2014 at approximately 1000 hours at in the basement apartment, that accused officer, P.O. Martin OBRECKI, Star 14174. Employee 36265 came to conduct a parole check on her son, 1 that the the accused officer entered her apartment without justification. The reporting party, lalleges that on 10 February 2014 at approximately 1000 hours at n the basement apartment, that accused officer, P.O. Geral ICH, Star 6958, Emplovee 38106 came to conduct a parole check on her son and that the the accused officer entered her apartment without. justification. The reporting party, lleges that on 10 February 2014 at approximately 1000 hours at the basement apartment, that accused officer, P.O. Jose A. ALMANZA, Star 3093, Employee 4689 came to conduct a parole check on her son, and that the the accused officer entered her apartment without Justification. The reporting party, lleges that on 10 February 2014 at approximately 1000 hours at in the basement apartment, that accused officer, fartin KI, Star 14174, Emnlovee 36265 came to conduct a parole check on her son and that the the accused officer searched her apartment without justification. The reporting party, alleges that on 10 February 2014 at approximately 1000 hours at in the basement apartment, that accused officer, P.O. Gerald A. LODWICH, Star 6958, Employee 38106 came to conduct a parole check on her son, jand that the the accused officer searched her apartment without justification. The reporting pa lleges that on 10 February 2014 at approximately 1000 hours at in the basement apartment, that accused offi o_o ’ IZA, Star 3093, Employee 4689 came to conduct a parole check on her son and that the the accused officer searched her apartment without justification The reporting party, illeges that on 10 February 2014 at approximately 1000 hours at’ """"i the basement apartment, that accused officer, F.U. waiun Uereuxl, Star 14174 Employee 36265 came to conduct a parole check on her son, and that the the accused officer damaged property within her apartment. The reporting party, alleges that on 10 February 2014 at approximately 1000 hours at in the basement apartment, that accused officer, eral ICH, Star 6958. Employee 38106 came to conduct a parole check on her son, and that the the accused officer damaged property within her apartment","1"
"1055870","The complainal lleges that during the execution of Search Warrant No. 1200 hours, Member refu b 27 July 2012 between 1130 and the above named Department the warrant upon her request.","1"
"1059403","The complainant states that he is a vat was working 1e complainant aueges that the accused officers refused to provide him with a case report for misplaced or stolen tools that he used in working on her residence.","0"
"1058441","The complainant alleged that the accused officer failed to return his insurance papers during a traffic stop","0"
"1058908","Itis alleged that on 08 December 2012, at approximately 0441 hours, at accused engaged in a physical altercation wit failed to complete a Tactical Response and/or Domestic Battery Report, and ' mber 2012, at approximately 0441 hours, at accused engaged in a physical altercation ‘ical Response and/or Domestic Battery Report, and failed to arres’","0"
"1059618","lleges that on 15 January 2013 at 2030 hours at her residence. chat the accused falsely obtained a warrant to search","1"
"1051629","The reporting party alleges that several Hispanic and white uniformed officers ransarked hie Flderly ill father's/the victim's, basement apartment vrrrous yusunvauai. The reporting party alleges that he inquired as to why the officers searched the victim's place of residence and had him standing outside, with only a sweater on, for a long period of time. The reporting party alleges that the officers directed profanities towards him in an aggressive manner, in that they stated, “Get the fuck inside, out the fucking window, do you want to go to jail, we're going to put you guys in jail, we're coming to get you too and take you to jail, none of your fucking business, | don't believe in God any way, I'm going to hell any way | don't give a fuck!"""" The reporting party further alleges that the officers arrested the victim, without justification. The reporting party alleges that every time he and family members encounters the police that they are harassed for no apparent reason and that this is an on-going situation. The reporting party states that he and his family members are in fear of retaliation and possible bodily harm from the police for filing this complaint.","1"
"1074813","The reporting party alleged that several black male uniformed officers entered her residence with the wrong search warrant and ransacked ner résidence. The repoﬁlng party alleged that when she told the officers that they had the wrong residence they continued to ransack her residence and took her son's van.","1"
"1051086","It is reported that the accused officer improperly informed the watch Commander of all information related to RD# It is reported that the accused Department member improperly informed the watch Com| information related to RD#","0"
"1051991","In an incident involving an on-duty CPD Officer, a Sergeant and the Complainant, it was alleged that the Officer detained the Complainant without justification, transported the Complainant to the hospital against his will, slammed the Complainant against a wall, directed profanities at the Complainant, and released the Complainant without approval from the watch commander. It was further alleged that the Sergeant released the Complainant without approval from the watch commander.","0"
"1059050","THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER REMOVED HIS. STATE OF ILLINOIS IDENTIFICATION CARD AND $60.00 USC AND FAILED TO RETURN SAME. THE REPORTING PARTY STATES THAT DURING A DOMESTIC DISPUTE HIS WIFE, SALLED THE POLICE. HE ALLEGES THAT THE ACCUSED OFFICERS HANDCUFFED HIM. AND DROVE HIM TO 87TH STREET AND THE DAN RYAN, RELEASED HIM AND TOLD HIM NOT TO GO BACK HOME.","0"
"1061956","‘The reporting party alleged that the accused entered and searched her residence without justification, at which time they falsely arrested her son __for robbery.","1"
"1050109","THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER ENTERED AND SEARCHED HER RESIDENCE AND ARRESTED THE VICTIM WITHOUT JUSTIFICATION. THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER ENTERED AND SEARCHED HER RESIDENCE AND ARRESTED THE VICTIM WITHOUT JUSTIFICATION.","1"
"1051447","The reporting party alleges that the accused officer continues to harass her and her family by approaching her home without justification and entering and searching without a warrant or permission.","1"
"1058157","searched him then left the scene.","0"
"1064325","THE REPORTING PARTY STATES THAT SHE WENT TO THE 006TH DISTRICT STATION TO REPORT A TRAFFIC ACCIDENT IN WHICH SHE WAS INVOLVED IN. SHE ALLEGES THAT THE ACCUSED OFFICER WAS RUDE, WOULD NOT LET HER TALK AND GAVE HER INCORRECT INFORMATION. SHE ALSO ALLEGES THAT THE ACCUSED OFFICER THREATENED TO WRITE HER A TICKET. THE REPORTING PARTY STATES THAT SHE WENT TO THE OO06TH DISTRICT STATION TO REPORT A TRAFFIC ACCIDENT IN WHICH SHE WAS INVOLVED IN. SHE ALLEGES THAT THE ACCUSED OFFICER WAS RUDE, IN THAT SHE CONSTANTLY INTERRUPTED HER, WOULD NOT LET HER TALK AND GAVE HER INCORRECT INFORMATION. SHE ALSO ALLEGES THAT THE ACCUSED OFFICER YELLED AT HER.","0"
"1058004","The reporting party alleged that the accused responded to his call regarding a domestic altercation between him and his ex- grrifriend One of the officers was verbally abusive in that he told him to shut the fuck- up The accused filed a domestic battery police report (RD HV[ . however the accused refused to arrest his ex-girifriend, who had maced him The accused threatened to arrest him for no apparent reason","0"
"1030340","On September 21, 2009, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident occurring in the 3rd District, on September 21, 2009. It was alleged that an on-duty Chicago Police Department (CPD) officer mishandled his weapon, which resulted in an accidental discharge in the bathroom. Based on reports, IPRA recommended to SUSTAIN the allegation that the accused mishandled his weapon, which resulted in an accidental discharge in the bathroom. Based on a mediation, the violation was noted in the accuseds disciplinary file.","0"
"1066094","on him and his family. alleges that once he accused officer that he was for the police, the left the scene.","0"
"1052147","The reporting party/victim alleged that no supervisor responded to her house after she called 911 several times. The reporting party/victim alleged that the accused officer verbally abused her by calling her a """"fucking bitch” and a """"drunk""""” and did not provide service in that she did not complete a report about a domestic battery and threat involving the reporting party/victim's daughter. NOTE: The accused officer is the same accused officer in Log#1052146. The reporting party/victim's daughter is lives in Indiana. The daughter's boyfriend, who battered threatened the reporting party/victim, is","0"
"1057864","The Reporting Party Victim alleged he was harassed unfairly for sitting inside of his vehicle and profiled as a suspicious looking person for no reason. It was further alleged the accused attempted to verbally provoke the victim, falsely accused him of reaching for a weapon and searched his vehicle without justification.  The Reporting Party Victim alleged he was harassed unfairly for sitting inside of his vehicle and profiled as a suspicious looking person for no reason. It was further alleged the accused attempted to verbally provoke the victim, falsely accused him of reaching for a weapon and searched his vehicle without justification.","0"
"1060411","officers arrived, the officers entered and searched her home without a warrant or permission.","1"
"1061489","of the officers (8 and 10) on the","0"
"1073227","The reporting party alleged that the accused officer searched her residence without permission after she allowed the officers inside. The reporting party also alleged that the accused officer swore at her.","1"
"1017305","On June 12, 2008, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that occurred on June 12, 2008 in the 19th District involving one off-duty Chicago Police Department (CPD) Sergeant (Sergeant A) and two on-duty CPD Officers (Officers B and C) and two Complainants (Complainants A and B). It was alleged that Sergeant A engaged in an unjustified physical and verbal altercation with Complainants A and B; punched Complainant A; punched Complainant B; directed profanities at Complainants A and B; failed to complete a Tactical Response Report regarding the incident; gave a false statement to IPRA during its investigation; and that his overall actions were contrary to the stated policy, goals, rules, regulations, orders and directives of the Department. It was further alleged that Officer B failed to protect his arrestees (Complainants A and B); failed to follow general orders regarding an injured arrestee; failed to report an officers misconduct; and provided a false report to IPRA. It was alleged that Officer C failed to protect her arrestees (Complainants A and B); failed to follow general orders regarding an injured arrestee; and failed to report and officers misconduct. Based upon statements by the accused members, complainants and eyewitnesses, photographs, records, reports, and a video recording, IPRA recommended to SUSTAIN the allegations that Sergeant A engaged in an unjustified physical and verbal altercation with Complainants A and B; punched Complainant A; directed profanities at Complainants A and B; failed to complete a Tactical Response Report regarding the incident; gave a false statement to IPRA during its investigation; and that his overall actions were contrary to the stated policy, goals, rules, regulations, orders and directives of the Department. IPRA recommended a finding of NOT SUSTAINED for the allegation that Sergeant A punched Complainant B. Based upon statements by the accused members, complainants and eyewitnesses, photographs, records, reports, and a video recording, IPRA recommended to SUSTAIN the allegations that Officers B and C failed to protect their arrestees (Complainants A and B) and failed to follow general orders regarding an injured arrestee. IPRA recommended a finding of NOT SUSTAINED for the allegation that Officer B and C failed to report an officers misconduct. Further, IPRA recommended to SUSTAIN the allegation that Officer B provided a false report to IPRA. IPRA recommended separation from the department for Sergeant A, a thirty (30) day suspension for Officer B, and a fifteen (15) day suspension for Officer C.","0"
"1051248","The reporting victim states she went into the 008th District Station to get a case report concerning a traffic accident. The reporting parting victim alleges that the white female accused officer was rude and unprofessional. The complainant alleges that she asked the white male accused officer was there anyone else she could speak with, the accused officer replied, """"We don't have a supervisor, he got fired."""" The complainant alleges that the white male accused officer, told her he did not have a phone number to possibly complain and if she needed one she would have to call “311"""". Case Report#","0"
"1073831","In an incident involving an on-duty CPD Officer, it was alleged that the Officer unintentionally discharged his firearm.","0"
"1059002","without justification.","0"
"1063189","The complainant, who is not involved in a relationship with the accused, alleged that the accused texted her explicit (nude) photographs of herself from his cell phone.","0"
"1067169","THE REPORTING PARTY STATES THAT SHE CALLED THE POLICE FOR ASSISTANCE REGARDING HER 14 YEAR OLD DAUGHTER, WHO IS A KNOWN RUNAWAY AND WHO WAS ATTEMPTING TO RUN AWAY AGAIN. SHE ALLEGES THAT THE ACCUSED OFFICERS TOLD HER THAT THERE WAS NOTHING THAT THEY COULD DO AND ALLOWED HER DAUGHTER TO PACK HER BELONGINGS AND TO LEAVE AGAIN. THE REPORTING PARTY STATES THAT SHE CALLED THE POLICE FOR ASSISTANCE REGARDING HER 14 YEAR OLD DAUGHTER, WHO IS A KNOWN RUNAWAY AND WHO WAS ATTEMPTING TO RUN AWAY AGAIN. SHE ALLEGES THAT THE ACCUSED OFFICERS TOLD HER THAT THERE WAS NOTHING THAT THEY COULD DO AND ALLOWED HER DAUGHTER TO PACK HER BELONGINGS AND TO LEAVE AGAIN.","0"
"1061066","THE ACCUSED ORDER FROM THE AND WAS","0"
